date,nom,prise_de_parole
1881-01-11,Janvier dp La Motte (Eure),"Si vous m'aviez écouté jusqu'au bout, vous n'auriez pas fait cette interruption. Je disais que je croyais que le Gouvernement répondrait à l'interpellation directe Que lui avait adressée M. Perin, qui est bien des vôtres : M. Perin lui avait demandé quel était son avip, relativement à l'ajournement de la discussion."
1881-01-11,Ballue,Il n'a rien demandétM. Janvier de La Motte (Eure). La sténographie vous dira le contraire.
1881-01-11,Janvier de la Motte (Eure),"Mais, messieurs, en dehors des considérations qu'a fait, valoir l'honorable M. Perin, je me bornerai à vous citer l'article 7 du règ!ement. Or, si la Chambre est maîtresse de son ordre du jour, elle ne peut l'être qu'autant que cet ordre du jour est établi conformément au règlement."
1881-01-11,le président,"Meesleurs, j'irai jusqu'au bout.Cet article dit : « Si les pouvoirs ont été vérifiés dans uue session précédente D — c'est bien la situation dans laquelle nous nçus trouvons — « l'élection du bureau a lieu à la première séance de la session nouvelle ouverte.»C'est tellement vrai, messieurs, que l'année dernière, quand la Chambre s'est réunie, l'ordre du jour inséré au Journal officiel, deux ou trois jours avant la réunion, portait non seulement le tirage au sort des bureaux, mais encore l'élection de tout le bureau. (Assentiment à droite.) Je rappelle simplement cette formalité exigée par le règlement. Si la Chambre ne s y conforme pas, ce sera un nouvel accroc que vous lui donnerez, et nous pourrons l'invoquer plus tard quand vous l'appliquerez aussi arbitrairement que vous le faites quelquefois contre la droite. (Très-bien! très-bient à droite.— Exclamations à gauche.— Aux voix 1 aux voix 1)"
1881-01-11,Laroche-Joubert,Nous n'avons pas le droit de prendre une décision quelconque.
1881-01-11,Laroche-Joubert,"Je proteste M. le président. En conséquence du vote qui vient d'être émis, la prochaine séance aura lieu le jeudi 20 janvier."
1881-01-11,Gautier,Charente.
1881-01-11,Gavini,Corse.
1881-01-11,Gent,Vaucluse.
1881-01-11,Girault,Cher.
1881-01-11,Goditi,Inde française.
1881-01-11,Godissart,La Martinique.
1881-01-11,Gros-Gurin,Ain.
1881-01-11,Laffitte de Lajoannenque,Lot-et-Garonne.
1881-01-11,Lamy,Jura.
1881-01-11,Larrey,HautesPyrénées.
1881-01-11,Latrade,Corrèze.
1881-01-11,Leconte,Indre.
1881-01-11,Lepouzé,Eure.
1881-01-11,Levert,Pas-deCalais.
1881-01-11,Lisbonne,Hérault.
1881-01-11,Loqueyssie,Tarn-et-Garonne.
1881-01-11,Mathieu,Morbihan.
1881-01-11,Mestreau,Charente-Inférieure.
1881-01-11,Mitchell,Gironde.
1881-01-11,Murat,Lot.
1881-01-11,Nédellec,Finistère.
1881-01-11,Ornano,"Cuneo d', Charente."
1881-01-11,Papon,Eure.
1881-01-11,Picard,Basses-Alpes.
1881-01-11,Richarme,Loire.
1881-01-11,Septenville,Somme.
1881-01-11,Simon,Loire Inférieure.
1881-01-11,Trarieux,Gironde.
1881-01-11,Tron,Haute-Garonne.
1881-01-11,Vignancour,Basses-Pyrénées.
1881-01-11,Villiers,Finistère.
1881-01-11,Baduel d'Oustrac,Aveyron.
1881-01-11,Bianchi,Orne.
1881-01-11,Brelay,Seine.
1881-01-11,Casse,Seine.
1881-01-11,Chanai,Corrèze.
1881-01-11,Charpentier,Seine-et-Oise.
1881-01-11,Cterccr,Pas-de-Calais.
1881-01-11,Cossé-Brissac,Oise.
1881-01-11,Daron,Saône-et-Loire.
1881-01-11,Daumas,Var.
1881-01-11,David,Indre.
1881-01-11,Dethou,Yonne.
1881-01-11,Dréolle,Gironde.
1881-01-11,Dreyfus,Seine-et-Oise.
1881-01-11,Drumel,Ardennes.
1881-01-11,Dubois,Côte-d'Or.
1881-01-11,Ducroz,HauteSavoie.
1881-01-11,Ferrary,Hautes-Alpes.
1881-01-11,Folliet,Haute-Savoie.
1881-01-11,Guyot,Rhône.
1881-01-11,Labadié,Aude.
1881-01-11,Lanauve,Dordogne.
1881-01-11,La Porte,Deux-Sèvres.
1881-01-11,La Rochefoucauld,"duc de Bisaccia, Sarthe."
1881-01-11,La Vieille,Manche.
1881-01-11,Le Maguet,Morbihan.
1881-01-11,Lenglé,HauteGaronne.
1881-01-11,Levet,Loire.
1881-01-11,Lombard,Jura.
1881-01-11,Mahy,"de, lâ'Réunion."
1881-01-11,Masure,"Gustave, Nord."
1881-01-11,Méline,Vosges.
1881-01-11,Mingasson,Cher.
1881-01-11,Naquet,"Alfred, Vaucluse."
1881-01-11,Noël-Parfait,Eure-et-Loir.
1881-01-11,Perin,"Georges, Haute-Vienne."
1881-01-11,Perrochel,"comte de, Sarthe."
1881-01-11,Ponlevoy,"Frogier de, Vosges."
1881-01-11,Renault,"Léon, Seine-et-Oise."
1881-01-11,Royer,Meuse.
1881-01-11,Soubeyran,"baron de, Vienne."
1881-01-11,Tassin,Loir-et-Cher.
1881-01-11,Teissèdre,Gantai.
1881-01-11,Versigny,Haute-Saône.
1881-01-11,Waldeck Rousseau,Ille-et-Vilaine.
1881-01-11,Aulan,"marquis d', Drôme."
1881-01-11,Baury,Haute-Vienne.
1881-01-11,Berger,Maine-et-Loire.
1881-01-11,Borriglione,Alpes-Maritimes.
1881-01-11,Brierre,Loiret.
1881-01-11,Bruneau,Mayenne.
1881-01-11,Cantagrel,Seine.
1881-01-11,Casabianca,"vicomte de, Corse."
1881-01-11,Chevallay,Savoie.
1881-01-11,Cornil,Allier.
1881-01-11,Costes,Puy-deDôme.
1881-01-11,Danelle-Bernardin,Haute-Marne.
1881-01-11,Descamps,Gers.
1881-01-11,Desloges,Calvados.
1881-01-11,Develle,Eure.
1881-01-11,Dupont,Haute-Savoie.
1881-01-11,Eschasseriaux,"René, Charente-Inférieure."
1881-01-11,Fauré,Gers
1881-01-11,lavand,Gard.
1881-01-11,Fouquet,Aisne.
1881-01-11,Ganne,Deux-Sèvres.
1881-01-11,Gilliot,Saône-et-Loire.
1881-01-11,Girot-Pouzol,Puy-deDôme.
1881-01-11,Grollier,Orne.
1881-01-11,Guilloutet,"de, Landes."
1881-01-11,Hermary,Pas-de-Calais.
1881-01-11,Hugot,Côte-d'Or.
1881-01-11,Jacnetel,Somtre.
1881-01-11,Laisant,LoireInférieure.
1881-01-11,La Rochette,"Ernest de, LoireInférieure."
1881-01-11,Leroy,Côte-d'Or.
1881-01-11,Madier de Montjau,Drôme.
1881-01-11,Mas,Aveyron.
1881-01-11,Mir,Aude.
1881-01-11,Mo'e.in,Creuse.
1881-01-11,Pt'tilb¡,Meuiihe.
1881-01-11,et-Mo,"selle- Pcu'evpy,SpqWLiférieore."
1881-01-11,Rivll1el,1ère.
1881-01-11,Roux,"Hoauré, Puyd.Dôme."
1881-01-11,Sentenac,Arièg-1.
1881-01-11,So'a,d ( If) Maineet-Loire.
1881-01-11,Trystram,"J"""
1881-01-11,VùUtiu,"Al::Ut"".-"
1881-01-11,Wilsun,Indre-et-Lo re.
1881-01-20,Cuneo d'Ornano,"Messieurs, dans la dernière séance, qui a été la première de cette session, on a ajourné à la prochaine séance les scrutins pour la constitution du bureau; aajour- d'hui, je viens demander l'ajournement de ces scrutins."
1881-01-20,Cuneo d'Ornano,"Voici pourquoi j ai l'honneur de demander à la Chambre de voaloir bien ajourner les scrutins pour la constitution de son bureau. Si nous procédons à la constitution du bureau ordinaire aujourd'hui, nous procéderons pour la cinquième fois à une opération de ce genre; or, nousliesommes nommés que pour quatre années."
1881-01-20,Allain Targé,Il faut précisément un bureau pour discuter cette question.
1881-01-20,Cuneo d'Ornano,"Nous avons, en novembre 1877, procélé pour la première fois à Sélection de notre bureau ordinaire, et nous avons procéié, pour la première fois aussi) au vot du bidget ordinaire de 1878."
1881-01-20,Peulevey,Il ne s'agit pas du budget !
1881-01-20,Cuneo d'Ornano,"Si maintenant vous constituez votre bureau, ce sera le cinquième bureau ordinaire que vous nommerez."
1881-01-20,Allain Targé,Je répète qu'il faut un bureau pour discuter cette question.
1881-01-20,Cuneo d'Ornano,"J'ajoute que si vous acceptez d'être saisis d'an nouveau budget, ce sera le cinquième budget ordinaire que vous voterez, et alors vous compléterez, par une usurpation nouvelle, les usurpations que, depuis 1870, la République a entreprises contre le suffrage universel."
1881-01-20,Cuneo d'Ornano,"On a discuté à la première séance. Je demande à M. Allain-Targé, qui parait plus particulièrement préoccupé d'aller devant le peuple, — il a sans doute des motifs pour cela - si on a discuté à la première séance ? Oui."
1881-01-20,Cuneo d'Ornano,"Pourquoi donc a-t-on discuté? Si, Allain-Targé, Je dis que ei nous n'a-vons pas le droit de constituer le bureau, vous n'avez pas le droit de garder la parole."
1881-01-20,Cuneo d'Ornano,Consentez-vousialler devant le pays? (Vives exclamations à gauche et au centre.)
1881-01-20,président,re heures cinq minutes.)
1881-01-20,président,Il va êtie procédé au vote.
1881-01-20,président,"(Le scrutin, ouvert à quatre heures dix min ites, est fermé à quatre heures quarante minutes.)"
1881-01-20,président,Voici le résultat du dépouillement du scrutin pour la nomination du président définitif.
1881-01-20,président,"Maintenant, voici le résultat du dépouillement dvi scrutin pour la nomination des vicepréHjients :"
1881-01-20,président,Il y a lieu à un deuxième tour de scrutin pour la nomination du quatrième vice-président.
1881-01-20,président,Je vais consulter la Chambre.
1881-01-20,Choron,"M. Choron, député de l'Aisne, a déposé surlebureau de la Chambre des députés une pétition de 19 employés des contributions indirectes de la sous-direction de ChâteauThierry."
1881-01-20,Goblet,"M. René Goblet, député de la Somme, a déposédf-spétitionsda86 employés des contributions indirectes des arrondissements d'Amiens et de Doullens."
1881-01-20,Bouchet,"M. EmUe Bouchet, député des Bouches-duRhône, a déposé une pétition signée de50citoyens de Marseille."
1881-01-20,Langlois,"M. Langlois, député de Seine-et-Oise, a déposé une pétition de M. Dieudonné, conseiller d'arrondissement du canton de Gonesse."
1881-01-20,Loustalot,"M. Loustalot, député des Landes, a déposé une pétition des administrateurs de l'hospice et du bureau de bienfaisance de Dax."
1881-01-20,Fourot,"M. Fourot, député de la Creuse, a déposé une pétition de 21 employés des contributions indirectes de la sous direction d'Aubusson"
1881-01-20,Deschanel,"M. E. Deschanel, député de la Seine, a déposé, pour être renvoyées à la commission du budget :bu1°Une pétition des négociantstonépiceries des villes de Puteaux, Courbevoie, Suresnes, Colombes, Afn ères, Nanterre, Neuilly,LfJvallois-Perretet Pantin ; 2° Une pétition d'un prand nombre de négociants en épiceries de Paris; 3° Une pétition de 17 négociants importants de Paris (quartier de la Verrerie); 4° Une pétition des sociétés coopératives de consommation de Puteaux, Suresnes et Courbevoie."
1881-01-20,LE COMMISSION D'EXPERTISE,"elle a été si scrupuleuse dans ses appréciations, que le chiffre fixé par elle est bien inférieur aux dommages causés par l'insurrection. Elle n'a constaté que les pertes matérielles."
1881-01-20,CAM,"il rend justice à la conscience, à l'impartialité avec lesquelles la commission a accompli le mandat qui lui avait été confié. Il évalue les dommages causés par l'insurrection supérieurs au chiffre total des mémoires arrêtés par la commission."
1881-01-20,"M. LE DIRECTEUR DE L'INTÉRIEUR, VICE PRESIDENT",il rend justice à la conscience et à l'impartialité avec lesquelles la commission a accompli le mandat qui lui avait été confié.
1881-01-20,"M. L'ORDONNATEUR, PRESIDENT","il est heureux que la commission veuille se joindre à lui pour exprimer ses remerciements à ceux de ses membres qui ont bien voulu se charger, en sous-commission, de la préparation de ce travail."
1881-01-20,M. CANQUE,la commission a été unanime pour reconnaitre le mémoire présenté par L. Canque
1881-01-20,NON DÉTERMINABLE,la mère-patrie.
1881-01-20,NON DÉTERMINABLE,"Car si le capitaliste prêteur est colon luimême, exilé temporaire, lui aussi, du pays natal, associé courageux, entreprenant, aventureux, à l'œuvre commune, au nom duquel principe lui refusera t on l bénéfice commun de la sollicitude nationale?"
1881-01-20,NON DÉTERMINABLE,"et si l'on accorde indemnité pour dommages soufferts, dans la culture ou dans l'industrie, à celui qui les a mises en œuvre de ses bras, en vertu de qu'elle justice la refuserait-on à celui sans !e"
1881-01-20,NON DÉTERMINABLE,"concours; sans l'assistance voisine et sans les capitaux duquel, apportés par lui-même, cette culture et cette industrie n'eussent pas pu naître et s'organiser?"
1881-01-20,NON DÉTERMINABLE,"Eh I quoi donc, au pays d'origine, sur la vieille terre nationale, en aucune circonstance on ne songerait à faire au créancier un sort de droit différent de celui fait au débiteur,"
1881-01-20,NON DÉTERMINABLE,"et ce déni de justice deviendrait justice parce qu'il frapperait un ayantdroit honnête à l'autre bout du monde,"
1881-01-20,NON DÉTERMINABLE,et trouverait excuse dans l'effroyable désastre subi par une colonie tout entière !
1881-01-20,NON DÉTERMINABLE,"Les créances étaient-elles, dans l'espère, contestées, suspectes, usuraires, indignes de soutien 1 ileùtfallu le dire,"
1881-01-20,NON DÉTERMINABLE,ou tout au moins l'indiquer;
1881-01-20,NON DÉTERMINABLE,"mais on n'entend, ni n'aperçoit rien de semblable,"
1881-01-20,NON DÉTERMINABLE,"et sans doute on ne le croirait pas volontiers,"
1881-01-20,NON DÉTERMINABLE,"quand on voit l'un des créanciers, M. Rataboul, investi d'un mandat d'estime et de confiance par les pouvoirsmemes de la colonie qui le nomment commissaire à l'enquête."
1881-01-20,NON DÉTERMINABLE,"Arguer d'un pareil motif,"
1881-01-20,NON DÉTERMINABLE,"àl'état vague de suspicion,"
1881-01-20,NON DÉTERMINABLE,"et plus encore, ne se point inquiéter du défaut absolu de motif à l'appui d'une pareile décision,"
1881-01-20,NON DÉTERMINABLE,"ce serait, il faut en convenir,"
1881-01-20,NON DÉTERMINABLE,une singulière façon d'inspirer aux capitaux le goût des voyages et des transports sur les vaisseaux d'un pays colonisateur.
1881-01-20,NON DÉTERMINABLE,"Et si l'on objectait qu'il s'agit là d'un octroi gracieux,"
1881-01-20,NON DÉTERMINABLE,mais non pas d'un droit qui se puisse imposer ;
1881-01-20,NON DÉTERMINABLE,"que ton intervention est donc pleinement libre,"
1881-01-20,NON DÉTERMINABLE,etquenul ne peut l'étendre au delà des limites marquées;
1881-01-20,NON DÉTERMINABLE,"par sa volonté, nous répondrions tout d'abord qu'à voir l'Etat s'esquiver de la sorte,"
1881-01-20,NON DÉTERMINABLE,"l'équité serait mal satisfaite,"
1881-01-20,NON DÉTERMINABLE,"et de plus, que l'Etat ne saurait donner cet exemple d'ap pliquer,"
1881-01-20,NON DÉTERMINABLE,"dans l'exercice même de sa liberté d'appréciation,"
1881-01-20,NON DÉTERMINABLE,"dans l'usage d'un droit moral,"
1881-01-20,NON DÉTERMINABLE,des principes diamétralement contraires à ceux que consacre le droit juridique auquel il a charge d'assurer force et respect.
1881-01-20,NON DÉTERMINABLE,"Nous- voici, d'ailleurs. conduits par cette question subsidiaire,"
1881-01-20,NON DÉTERMINABLE,au dernier point que nous avions à traiter.
1881-01-20,NON DÉTERMINABLE,"Les membres de la commission d'enquête, non fonctioonaires dans l'i'e,"
1881-01-20,NON DÉTERMINABLE,ont énergiquement protesté contre le caractère et l'expression de secours pour qualifier les allocations réclamées de l'Etat.
1881-01-20,NON DÉTERMINABLE,"M. D.nrnauds, l'un d'entre eux,"
1881-01-20,NON DÉTERMINABLE,"et l'un des sinistrés,"
1881-01-20,NON DÉTERMINABLE,c se déclare tout prêt à accepter l'indemnité à laquelle il croit avoir droit ;
1881-01-20,NON DÉTERMINABLE,"mais il n'accepterait point de secours,"
1881-01-20,NON DÉTERMINABLE,et ses collégues s'associenthauLe.
1881-01-20,NON DÉTERMINABLE,à sa déclaration.
1881-01-20,NON DÉTERMINABLE,"M. le commissaire ordonnateur, président,"
1881-01-20,NON DÉTERMINABLE,constate que le but de la grande majorité de la commission est d'ob'enir de l'Etat une indemnité de droit.
1881-01-20,NON DÉTERMINABLE,"Or le droit d'être indemnisé par l'Etat implique naturellement la responsabilité de l'Etat,"
1881-01-20,NON DÉTERMINABLE,et il ne saurait en accepter le principe.
1881-01-20,NON DÉTERMINABLE,Il maintient donc le mot secours et demande l'insertion de ses appréciations au procès-verbal.
1881-01-20,NON DÉTERMINABLE,"Au contra.re,"
1881-01-20,NON DÉTERMINABLE,"M. le directeur de l'intérieur « ne pense pas que le mot secours puisse re employé,"
1881-01-20,NON DÉTERMINABLE,"e. il maintient le mot indemnité,"
1881-01-20,NON DÉTERMINABLE,sans vouloir en aucune façon engager aucune responsabilité.
1881-01-20,NON DÉTERMINABLE,"11 n'y a la sans doute présentement pour les colons qu'une question de dignité,"
1881-01-20,NON DÉTERMINABLE,"si, quelle qu'en soit l'appellation,"
1881-01-20,NON DÉTERMINABLE,"ils doivent, grâce à l'intervention de l'Etat, toucher le montant despercespar eux subies, telles qu'elles sont évaluées par la commission."
1881-01-20,NON DÉTERMINABLE,"Mais il pourrait y avoir davantage,"
1881-01-20,NON DÉTERMINABLE,selon les éventualités de l'avenir dans la colonie même ;
1881-01-20,NON DÉTERMINABLE,"et, pour l'Etat,"
1881-01-20,NON DÉTERMINABLE,l'admission d'un principe dont les conséquen-
1881-01-20,NON DÉTERMINABLE,"cesne saurai n'être bornées localement,"
1881-01-20,NON DÉTERMINABLE,est certes pas sans gr vi é.
1881-01-20,NON DÉTERMINABLE,"Lt minorité de la commission estimait,"
1881-01-20,NON DÉTERMINABLE,"avecles pétitionnaires,"
1881-01-20,NON DÉTERMINABLE,"que la révolte desindigène'n'a pas eu pour cause des querelles et desran.eunes particulières,"
