date,nom,prise_de_parole
1909-01-22,Lacaze,"dont je le félicite, car il a, dans notre région l'estime et la sympathie de tous, et il possède la confiance de la compagnie puisqu'elle l'a chargé de son service médical. Je citerai encore MM. Seguilhan et Béringuier, de Grisolles , et le docteur Massonnié, de Verdun,"
1909-01-22,Non identifié,"qui, pendant ces deux journées, n ont cessé e prodiguer des exemples de courage pour dégager les blessés ou les soigner, donnant, s'il en était encore temps, à ceux qui étaient le plus frappés, les secours médicaux les plus urgents et les plus méritoires."
1909-01-22,Non identifié,"Les gendarmes de Grisolles remplirent leur devoir, dans cette circonstance, d'une manière telle que je veux également les signaler à la Chambre."
1909-01-22,Bourdoncle,"Parmi eux se trouvent MM. Bourdoncle,"
1909-01-22,Lurdes,"Laffont-Soulé et Ansat,"
1909-01-22,Non identifié,auxquels je serais heureux que des médailles militaires pussent être données.
1909-01-22,Non identifié,"Je rendrai également hommage aux agents de la compagnie,"
1909-01-22,Non identifié,"qui ont fait preuve d'un grand dévouement, non seulement à ceux de la ville de Grisolles, malheureusement en trop peut nombre,"
1909-01-22,Non identifié,"mais à ceux qui ont été appelés dans cette circonstance de Montauban, de Toulouse et des autres stations voisines."
1909-01-22,Non identifié,J'adresse aussi tout spécialement des paroles de félicitations à M. le ministre des travaux publics.
1909-01-22,Non identifié,"(Applaudissements.) A la nouvelle de la catastrophe, il s'est transporté immédiatement sur les lieux où il est arrivé dès le lendemain matin,"
1909-01-22,Non identifié,"et je puis dire que sa présence à Grisolles, en tant que représentant du Gouvernement et ministre des travaux publics, y a produit la meilleure impression ; il y a apporté le témoignage de ses sympathies et de son dévouement. La population de Grisolles lui en a été profondement reconnaissante ; je me fais ici son interprète en remerciant M. le ministre de ce qu'il a fait dans cette circonstance."
1909-01-22,Non identifié,(
1909-01-22,Non identifié,"ifs applaudissements.) Je disais que M. le ministre était arrivé à Grisolles dès le lendemain matin, sans perdre une minute."
1909-01-22,Non identifié,"Quant à moi,"
1909-01-22,Non identifié,je n'ai connu l'accident que trop tard.
1909-01-22,Non identifié,"J'étais à la campagne ; il n'y avait ni télégraphe, ni téléphone,"
1909-01-22,Non identifié,je n'ai pas été prévenu à temps de ce qui se passait.
1909-01-22,Non identifié,"Quand je suis arrivé à Montauban,"
1909-01-22,Non identifié,"quelques minutes seulement avant le passage @ de l'express qui devait me porter à Paris,"
1909-01-22,Non identifié,"j'ai eu connaissance de l'événement,"
1909-01-22,Non identifié,mais je ne croyais pas qu'il eût l'importance qu'il avait en réaté.
1909-01-22,Non identifié,"Les employés de la gare étaient tellement terrifiés de ce qui venait de se passer qu'ils n'osaient causer de cette catastrophe,"
1909-01-22,Non identifié,"qu'ils ne m'en avouèrent pas l'importance,"
1909-01-22,Non identifié,"ils jie savaient ou ne voulurent me dire qu'une chose : « Monsieur le député, ne nous interrogez pas. Nous croyons qu'il y a peut-être quelques morts ; nous ne pouvons pas préciser."
1909-01-22,Non identifié,"Mais ce que nous demandons, c'est que vous interveniez auprès du Gouvernement,"
1909-01-22,Non identifié,afin que ce réseau subisse le même sort aue le réseau de l'Ouest : nous désirons le rachat.
1909-01-22,Non identifié,"Nouvimen-tidivers.) En prononçant ce mot, je tiens à dire tout de suite que,"
1909-01-22,Non identifié,"quant à moi,"
1909-01-22,Non identifié,je ne me propose pas de conclure au rachat;
1909-01-22,Non identifié,des considérations d'une extrême gravité me font hésiter sur cette question.
1909-01-22,Non identifié,"Mais il est de mon devoir de faire connaître à la Chambre l'impression des employés de la compagnie du Midi,"
1909-01-22,Non identifié,telle que je l'ai recueillie à ce moment ; les paroles qui leur montaient aux* lèvres exprimaient en quelque sorte un sentiment de profond désespoir.
1909-01-22,Non identifié,"Quelle pouvait bien être la cause de cet accident? Voilà un problème troublant,"
1909-01-22,l'ingénieur Hausser,"venu sur les lieux avec M. le ministre des travaux publics et d'autres personnes. C'est un problème troublant et sur lequel je ne peux pas me prononcer,"
1909-01-22,Non identifié,répéterai-je avec lui.
1909-01-22,Non identifié,L'acier des rails s'est-il subitement détrempé sous la double action d'un excès de calories développées par le patinage de la locomotive sur les rails et de l'eau tombant de la machine ? C'est une question qu'il faut se poser
1909-01-22,Non identifié,Il y aura lieu d'ailleurs de rechercher si d autres solutions du problème ne doivent pasêtreégalementenvisagées.
1909-01-22,Non identifié,Je vais essayer d'en dire quelquesmots.
1909-01-22,Non identifié,"Ma conviction personnelle,intime,"
1909-01-22,Non identifié,c'estque la détrempe des rails n'estpasadmissible.
1909-01-22,Non identifié,"Si cette détrempe pouvaitjamaisavoirlieu dans les conditions oùl'onavancequ'elle a pu se produire et que j'aiindiquée,"
1909-01-22,Non identifié,"si de ce fait les rails pouvaientdevenirpluscassants,"
1909-01-22,Non identifié,"les conséquencesseraientterrifiantespour l'avenir descheminsdefereux-mêmes, avec des trainscirculantsurdes rails en acier tels quenouslesconnaissons,"
1909-01-22,Non identifié,sur les lignes lesplusfréquentéespar des trains rapides etsurchargésqui se suivent de quartd'heureenquartd'heure. Ce serait à désespérerdetrouverla sécurité dans de pareillesconditions;
1909-01-22,Non identifié,mais une pareille thèse estinadmissible.
1909-01-22,Non identifié,Quelles peuvent donc êtrelescauses
1909-01-22,Non identifié,"Pendant les quelques instantsquej'aipas-ses le soir à Montauban,"
1909-01-22,Non identifié,"ainsiquedansletrain qui me ramenait à Paris,"
1909-01-22,Non identifié,j'airecueillide nombreux témoignages.
1909-01-22,Non identifié,"Tousétaientd'accord pour dire qu il y avaitpénuriedematériel,"
1909-01-22,Non identifié,"que le service étaitdansundésordrecomplet,"
1909-01-22,Non identifié,"la voie maltenue,"
1909-01-22,Non identifié,les traverseset longrines dans un étatenquelquesorte de pourriture et quec'étaitlàqu'ilfallait chercher les causes dudésastre.
1909-01-22,Non identifié,Com-ment alors expliquer la situation?Evidemmentla question peut paraîtreunpeuabs-
1909-01-22,Non identifié,"messieurs,"
1909-01-22,Non identifié,"abandonnerl'hypotlièse:de la détrempe des rails ; ainsi,dureste,"
1909-01-22,Non identifié,quefl'établiront suffisamment desdépositions?
1909-01-22,Non identifié,Reste alors la question de lapourrituredesfa-meuses traverses dont on a tantparlé.
1909-01-22,Non identifié,"Ona{dit que les traverses établies surlafosseàlpiquer ou, si vous préférez—lemotest|plus court—sur le cendrier,"
1909-01-22,Non identifié,étaientpour-!ries. Permettez-moi uneobservationàcejsujet.
1909-01-22,Non identifié,"Il n'y a pas, à proprementparler,"
1909-01-22,Non identifié,detra-jverse sur les cendriers. Il y adeslongri-
1909-01-22,Non identifié,"nes, des bois de charpente trèsforts,"
1909-01-22,Non identifié,"plusforts que les traversesordinaires,"
1909-01-22,Non identifié,"quis'al-Iongent sur les deux côtésmurés,"
1909-01-22,Non identifié,mâçon-)nés du cendrier lui-même.1Ces longrines sont fixées pardefortsboulons dans le sens de lalongueurdelajjfosse à piquer ; le rail est ensuitemaintenusur les longrines par de solidescoussinets.
1909-01-22,Non identifié,"AComment, dans ces conditions,"
1909-01-22,Non identifié,lerailpeut-ilj
1909-01-22,Non identifié,"L'hypothèse de la détrempedel'acierdoit, nous l'avons vu,"
1909-01-22,Non identifié,êtreécartée;ilnO)reste donc plus qu'unehypothèsequiest*14
1909-01-22,Non identifié,"bonne,celle de lapourrituredesIon-|grines du cendrier."
1909-01-22,HAUSSER,La cause de l'accident ne saurait souffrir de contestation ; elle est due à une rupture du rail. Quelle est la cause de la rupture de rail ?
1909-01-22,HAUSSER,Nous touchons au côté troublant du problème délicat qui se pose.
1909-01-22,HAUSSER,"Je n'en retiendrai qu'une, celle qui a trait au frottement du rail, à la sorte de retrempe de l'acier que ce frottement peut provoquer, entraînant alors peut-être une modification moléculaire dévastatrice, mais terrifiante pour l'avenir."
1909-01-22,HAUSSER,Cette hypothèse n'est pas sans valeur.
1909-01-22,HAUSSER,Il y en avait une autre.
1909-01-22,HAUSSER,"La machine, poids lourd considérable, n'aurait-elle pas produit la cassure recherchée?"
1909-01-22,HAUSSER,"J'ai interrogé le mécanicien. A aucun moment il n'a ressenti, en passant sur ce rail, de secousse, de craquements significatifs."
1909-01-22,HAUSSER,"Est-ce le vagon postal qui, très lourd, et soulevé par le déraillement au moment de franchir ce passage, a fait tout le mal?"
1909-01-22,HAUSSER,Peut-être.
1909-01-22,CONSTANT,"N'ayant pas de mal, je m'étais précipité ainsi que les autres voyageurs à bas de mon wagon, lequel ne tarda pas à dérailler et à basculer. Alors j'ai vu ceci : à l'entrée de la gare de Grisolles, il y a, comme dans toutes les gares dites d'alimentation, une fosse à piquer le feu, c'est-à-dire un grand trou rectangulaire avec construction en maçonnerie; la prise d'eau est à côté, de sorte que, tandis que la locomotive fait sa provision, le mécanicien peut, en cas de besoin, descendre dans la fosse pour vérifier à l'aise tous les organes de la machine; ou, ce qui est plus commun, le chauffeur fait tomber la cendre dans cette fosse, qui sert de cendrier. Les bords de la fosse à piquer sont supportées par des longrines. Une de ces longrines était-elle pourrie? Ce que j'affirme, c'est que je l'ai vue, cette longrine après l'accident, et qu'elle était effilochée comme on aurait pu faire d'une morue."
1909-01-22,CONSTANT,"Je ne pourrais pas affirmer que ce soit la même, mais ce que j'affirme très nettement c'est qu'il y a huit jours à peine elle longeait le cendrier et qu'elle, était brisée, pourrie, vermoulue, comme dit le témoin Henri Constant."
1909-01-22,Cachet,"Vous avez voté, cependant ..."
1909-01-22,Sénac,Le rachat de l'Ouest ...
1909-01-22,Albert Sarraut,"Lorsque le moment sera venu, soyezceptains que je reprendrai cette question."
1909-01-22,Sénac,"Messieurs, je disais qu'il fallait chercher à tirer un enseignement des critiques nombreuses et fortement documentées qui ont été apportées ici par l'honorable M. Albert Sarraut, par l'honorable M. Bedouce et par bien d'autres de nos collègues qui se sont faits les interprètes des plaintes amères qui s'élèvent contre la compagnie du Midi."
1909-01-22,Sénac,Nous devons nous demander d'abord pour quels motifs cette compagnie ne s'efforce pas de porter un remède immédiat à cet état de choses.
1909-01-22,Sénac,"Nous savons que M. le ministre des travaux publics lui envoie constamment des lettres pour la rappeler à l'ordre, qu'il lui fait des injonctions, peut-être même des menaces très vives, mais il faudrait savoir si ces menaces ont une action quelconque (Très bien ! très bien! sur divers bancs à gauche), si elles portent quelque fruit. Malheureusement, le nouvel accident, la catastrophe survenue avant-hier encore tout près de la circonscription de M. le ministre des travaux publics paraissent démontrer que la direction reste indifférente à toutes ces remontrances, à tous ces désastres."
1909-01-22,Sénac,Il faut augmenter le personnel; il faut avoir le nombre de machines nécessaire;
1909-01-22,Sénac,"et, à propos de cette question des machines et du matériel, nous aurons à rechercher si le Gouvernement fait tout ce qu'il faut pour contraindre la compagnie à se procurer les machines qu'elle devrait avoir (Très bien! très bien! sur divers bancs); s'il impose cette obligation surtout lorsque la compagnie accepte la prise de possession de lignes nouvelles ; s'il tient la main à ce que ces lignes soient assorties de tout le matériel roulant qu'elles comportent et qui est obligatoirement à sa charge ; s'il acquiert l'assurance que le personnel des agents et des cantonniers est suffisant pour garantir la sécurité absolue de la voie."
1909-01-22,GAYRAUD,Vous oubliez les procès-verbaux des parlementaires.
1909-01-22,SENAC,"Je vous ai parlé des écrits ; voyons maintenant les recettes nettes. Les recettes nettes de l'exploité en 1907 étaient de 117,784,823 fr.57."
1909-01-22,SENAC,"Les dépenses qu'engagées en 1907 étaient de 60,138,292 fr.293."
1909-01-22,SENAC,"Le produit net en 1907 était de 643,528 fr. 48."
1909-01-22,LABORI,Qui vous a fourni ces documents ?
1909-01-22,GAYRAUD,"Qu'importe leur origine, s'ils sont exacts."
1909-01-22,SENAC,"Je remercie notre honorable collègue, M. Labori, de la courtoisie avec laquelle il a bien voulu me donner cette explication qui, je l'espère, est un témoignage de sympathie dont je suis particulièrement fier et que j'accepte avec le plus grand-plaisir."
1909-01-22,SENAC,"En 1881, la compagnie du Midi avait à cette époque 2,314 kilomètres, donnant une recette kilométrique de 41,698 fr. 33."
1909-01-22,LABORI,Qui vous a fourni ces documents ?
1909-01-22,GAYRAUD,"Qu'importe leur origine, s'ils sont exacts."
1909-01-22,Gayraud,C'est parce qu'il y a des lignes nouvelles qui ne rapportent rien.
1909-01-22,Sénac,"Vous avez cent fois raison. Et c'est la gratide faute de la compagnie d'avoir accepté ces lignes nouvelles qui l'écrasent' et entraîneront sa perte, tout comme il est arrivé à la compagnie de l'Ouesi, à cause de ses lignes de Bretagne."
1909-01-22,Sénac,"Je veux me borner simplement à présenter cet état de situation, voulant aller droit mon chemin afin de ne pas allonger le débat."
1909-01-22,Pasquier,Demandez le rachat !
1909-01-22,Sénac,Je vous ai répondu que non.
1909-01-22,Aimond,"Année 1907. Les recettes brutes furent très élevées ; elles dépassèrent de 1 million celles de 1906. Les dépenses furent plus considérables ; les pertes, les avaries, les écrasements de trains, notamment à Dieupentale, en furent quelques causes. Les éconoinies de personnel furent excessives ; elles dégagèrent quelque peu les demandes de garantie."
1909-01-22,Sénac,"La situation de la compagnie pour 1907 se résume comme suit : Produit net des lignes exploitées sous le régime de la garantie, 57,646,528 fr. 48."
1909-01-22,Sénac,"La situation de la compagnie peut, pour 1907, se résumer comme suit : Produit net des lignes exploitées sous le régime de la garantie, 57,646,528 fr. 48. Dépenses résultant de l'article 13 de la convention de 1883, 62,452,064 fr."
1909-01-22,Sénac,"Différence en moins sur les recette?, 4,806,535 fr., d'où il résulte que l'avance de garantie d'intérêt à demander à l'Etat s'élèvera pour 1901 à pareille somme de 4 millions 806,535 fr."
1909-01-22,Sénac,"Aioutens que les pertes, avaries, retards s'élerent en 1907 à 4 millions."
1909-01-22,Sénac,"J'ajoute qu'il n'est pas possible à la compagnie de diminuer ces dépenses ; la compagnie doit au contraire s'attendre à les augmenter parce que, comme je l'ai dit, elle est obligée d'augmenter son matériel roulant partout, d'augmenter ses agents, de compter avec l'obligation du repos hebdomadaire, avec l'organisation des œuvres sociales de bienfaisance, avec les pensions de retraite. Tous ces éléments doivent entrer en compte dans l'établissement de ses dépenses, à tel point que je me demande comment elle pourra y faire face."
1909-01-22,Sénac,"Mais il y a plus ; pour éviter le retour d'accidents comme celui de Grisolles, pour augmenter la vitesse de ses trains, elle doit changer les traverses de ses voies, en accroître le nombre et la qualité, employer des rails plus forts et agrandir ses gares. Ce n'est qu'au moyen de dépenses considérables qu'elle pourra satisfaire à demi le public; mais elle n'arrivera jamais à faire face à toutes les dépenses qui lui incombent."
1909-01-22,Sénac,"La question du matériel roulant, pour les lignes nouvelles, m'a préoccupé; je me suis demandé, à ce propos, ce que les compagnies devraient faire pour l'amélioration de ce matériel, quelles seraient les dépenses qui incomberaient, de ce chef, aux compagnies."
1909-01-22,Sénac,"N'ayant pas d'autres documents, j'ai pris ceux qui me tombaient sous la main, et notamment ceux que je trouve dans les rapports budgétaires : La valeur du matériel roulant de toutes les compagnies, au 31 décembre 1907, était de 2,597,074,000 fr."
1909-01-22,Sénac,"En divisant ce chiffre de 2,597,074,000 par38$00,nombre de kilomètres en exploitation en 1907, je trouve que la valeur kilométrique estimée à ce moment — en tenant compte de la dépréciation du matériel par suite d'un service plus ou moins long — je trouve, dis-je, que cette valeur kilométrique du matériel roulant en exercice en 1907 était de 67,703 fr."
1909-01-22,Sénac,"Je n'ai pas la prétention de dire que les lignes nouvelles dont parlait tout à l'heure l'un de nos collègues exigeront une dépense de 67,703 fr. par kilomètre; mais je dis que, si nous voulons contraindre la compagnie à assurer l'avenir, nous devons prévoir, pour le calcul du matériel roulant, un chiffre qui se rapproche suffisamment de cette base; nous adoptons le chiflre kilométrique de 45,000 fr. que nous n'estimons"
1909-01-22,Sénac,"En ce qui concerne les lignes nouvelles, la compagnie aura à faire face à d'autres dépenses. En vertu de la convention de 1883, elle est tenue à une contribution personnelle de 25,000 fr. par kilomètre."
1909-01-22,Sénac,"Elle devra, en outre, fçurnir le matériel roulant, qui, d'après nos évaluations, revient à 45,000 fr. par kilomètre, ce qui porte à 70,000 fr. par kilomètre la dépense que doit faire la compagnie chaque fois qu'elle accepte une ligne nouvelle."
1909-01-22,Sénac,"La question est de savoir si elle pourra augmenter ses charges actuelles de cette dépense supplémentaire de 70,000 fr. par kilomètre."
1909-01-22,Sénac,"D'après le dernier rapport sur le budget des conventions, qui nous a été soumis au 'dernier moment, dans lequel l'état J a été augmenté sur la proposition de M. le ministre des travaux publics, on constate que la compagnie du Midi a ou doit avoir prochainement en construction 658 kilomètres de lignes nouvelles."
1909-01-22,Sénac,"En multipliant ce chiffre par 70,000 fr., on trouve que la charge nouvelle que doit s'imposer la compagnie, à raison de ces lignes nouvelles, s'élèvera à 46,060,000 fr."
1909-01-22,Sénac,"Ces lignes nouvelles improductives, je les appellerai, après d'autres, des lignes électorales. Je me souviens même qu'un mot: plus dur a été prononcé par un de nos collègues à la commission des travaux publics j il a parlé, à propos de certaines de ces lignes, de chantages électoraux."
1909-01-22,Sénac,"Je désire donner satisfaction à tous nos collègues, mais à la condition de ne pas demander aux compagnies d'assumer des charges au-dessus de leurs forces."
1909-01-22,Sénac,"Comment la compagnie se libèrera-t-elle de ces 46,060,000 fr. ? J'ai dit que la garantie d'intérêt de l'Etat finira en 1914."
1909-01-22,Sénac,"Cette dette devra être remboursée en 1955 ou en 1957 ; si la compagnie n'a plus la garantie d'intérêt qui fait sa puissance morale, cômment pourra-t-elle emprunter cet argent?"
1909-01-22,Sénac,"Elle ne pourra emprunter qu'à chers deniers, à 6 p. 100, amortissement compris, bien entendu. Encore sera-t-elle heureuse de trouver de l'argent à 6 p. 100."
1909-01-22,Sénac,"Encore sera-t-elle heureuse de trouver de l'argent à 6 p. 100. La dette de la compagnie s'augmentera donc annuellement de 2,768,000 fr.; or, nous avons dit que les charges annuelles de la compagnie en amortissement atteignent 62,371,665 fr;"
1909-01-22,Sénac,"donc les charges de Ja compagnie s'élèveront à 65,139,665 fr."
1909-01-22,Sénac,"J'ai ici un autre tableau dont je vais vous donner connaissance. Il en ressort que les frais d'exploitation des lignes à faible rendement s élevent, frais généraux compris, à 11,600 fr. par kilomètre."
1909-01-22,Sénac,"Pour que la compagnie ne soit pas en perte, il faut donc qu'une ligne à faible rendement puisse rapporter 11,600 fr. par kilomètre."
1909-01-22,Sénac,"Nous avons constaté que cette somme doit être majorée d'une dépense de 4,200fr. par kilomètre pour l'intérêt à 6 p. 100 des charges nouvelles qui, je l'ai dit, s'élèvent à 70,000 fr. par kilomètre pour l'établissement de la superstructure et la construction du matériel roulant."
1909-01-22,Sénac,"Le total des frais d'exploitation par kilomètre sur ces lignes nouvelles sera donc annuellement de 15,800 fr. Si ces lignes ne produisent pas 15,800 fr. par kilomètre, la compagnie sera en perte."
1909-01-22,Sénac,"Examinons, si vous-le voulez bien, quelques recettes. J'ai fait un relevé sur les statistiques publiées en 1906 par le ministère des travaux publics. Ces statistiques s'appliquent à l'année 1904 seulement; j'y trouve les résultats suivants : La ligne de Saint-Martin-Hauteville à Mauléon—c'est un peu votre région, monsieur le ministre — a une longueur de 26 kilomètres ; la recette kilométrique est de 5,300 fr., le déficit kilométrique indiqué par la compagnie est de 6,300 fr."
1909-01-22,Sénac,"Il est detraditionaucèdestravaux publics que les ingénieurs de la conseil d'Etat soient faites par les ingenieurs des travaux publics. C'est toujours dériel, encore pour tous les projets n'est que c'est au conseil d'Etat que j'adverjdroit de dire le dernier mot."
1909-01-22,Sénac,"Ces ontralkeIîtuyen*sement les finances del'Etat sont compromises, ainsi quelesun la compagnie. Je n'insistepas; jecette sortie; mais encore unefoisV'rions été obligés d'y venir."
1909-01-22,Sénac,"Jes, rS(ian*; saire de la concentration despOiVOlrqù'e! les mains d'un ministre; jestogetqu'ilconstitue un dangerconsidérai, faut décentraliser l'actiondumtierruptions.)"
1909-01-22,Sénac,"Messieurs, ce que je dis là est répété quand le Parlement di"
1909-01-22,LASIES,"Ce sont les voyageurs qui nous intéressent, et non les actionnaires et obligataires."
1909-01-22,SENAC,Je considère que le rôle de l'Etat doit être un rôle d'honnêteté et que l'Etat doit garantir tant que les actionnaires et obligataires se tiennent dans la ligne droite. C'est mon devoir de conscience de le dire.
1909-01-22,SENATOR,"Il faut que la compagnie se souvienne de tous ces devoirs impérieux. Il faut qu'elle agisse avec plus de prudence que par le passé, et cela avec d'autant plus de raison qu'elle doit prévoir une chose à laquelle M. le ministre ne tient peut-être pas beaucoup, mais à laquelle j'attache, comme représentant du Midi, une grande importance, le canal des Deux-Mers."
1909-01-22,SARRAUT,"Il faut que vous arriviez à dégager le Midi de la surproduction fâcheuse qui l'oppresse ; il faut qu'il arrive à écouler ses produits viticoles, qui sont si nombreux; ce n'est pas avec le petit canal actuel qu'on pourra le faire ; ce canal ne peut assurer le service que de canton à canton ; il ne peut, à aucun moment, permettre l'exploitation en grand."
1909-01-22,SENATOR,"J'ajoute que, dans toute la région de la Garonne, nous avons acquis la preuve que nous pouvions faire de la surproduction agricole à tous les points de vue, que l'enrichissement de nos paysans, de nos agriculteurs, dépend de la possibilité de se livrer à cette surproduction agricole ; mais nous ne pouvons aboutir à ce résultat qu'à une condition, c'est de trouver le moyen d'exporter nos produits ; c'est dans l'exportation que nous devons chercher la solution du problème."
1909-01-22,SENATOR,"Pour cela, deux œuvres sont également nécessaires : d'abord le canal des Deux-Mers, qui se fera certainement, parce qu'il fournira un dégagement à tout le Midi, un moyen de transport pour le vin produit par cette région; et puis, il y a une autre entreprise aussi nécessaire que celle-là, c'est celle qui fit l'objet d'une proposition de loi que j'ai déposée il y a quelques mois, et que je regrette de ne pas avoir pu faire examiner encore par la commission des travaux publics : je veux parler de Paris port de mer."
1909-01-22,SENATOR,"Je ne vois pas ici l'honorable président de la commission des travaux publics. Notre .honorable collègue a abordé la question dans son rapport, l'année passée : On parle beaucoup de Paris port de mer, a-t-il dit. Ce projet n'est pas encore réalisable, mais il le deviendra certainement un jour."
1909-01-22,SENATOR,"J'en ai jeté les bases d'une manière assez sérieuse, je crois, pour qu'il mérite l'attention du Parlement. J'ai déposé également une demande d'interpellation à ce sujet, et j'espère que M.le ministre des travaux publics voudra bien accepter de s'expliquer sur la concomitance de la construction du canal des Deux-Mers et de Paris port de mer; ce sera, en effet, le moyen de pouvoir transporter tous cesvins,tDIraisins frais produits par leMidijParis, jusqu'en Allemagnemê^mev1MD"
1909-01-22,SENATOR,"Il faut que nous procédions à tous travaux. Nous pouvons le faire écooquement, par un moyen que j'ai indiqué par un système démocratique autonome de l'Etat."
1909-01-22,SENATOR,"Tout repose sur l'application des lois : l'une, de 1879, déclarait que les 160 lg. indiquées dans la loi fabrie parmi ces lignes, beaucoup étaient électorales et ont surgies en une autre compagnie. Le Parlement s'est bien qu'immédiatement après, en voulut retoucher la loi de 1879 et l'importante loi concernant les mines de fer départementaux."
1909-01-22,SENAC,"Cette question des chemins de fer départementaux pourrait devenir passionnante devant la Chambre,"
1909-01-22,SENAC,"ce n'est pas à dire que je désarme,"
1909-01-22,SENAC,car il est nécessaire de soulever cette question et elle reviendra fatalement à un moment donné.
1909-01-22,SENAC,"r-Actuellement, je ne veux pas abuser de la patience de la Chambre ; en conséquence,"
1909-01-22,SENAC,je ne demande pas le renvoi de la discussion à un autre moment.
1909-01-22,SENAC,"Messieurs, je vous remercie de la décision que vous avez prise. Mais comme cette question des chemins de fer départementaux pourrait devenir passionnante devant la Chambre, je m'incline devantle désir de M. le ministre des travaux publics. Ce n'est pas à dire que je désarme, car il est nécessaire de soulever cette question et elle reviendra fatalement à un moment donné."
1909-01-22,SÉNAE,"Il y a une allégation, une affirmation que je ne peux laisser passer sans lui opposer un démenti formel. L'accident s'est produit dans les circonstances que je résume d'un mot : le rail qui s'est rompu était appuyé à la fois sur le ballast et sur la fosse à piquer le feu. On a incriminé la solidité de la fosse ; on a dit que le bois était pourri. Je me suis rendu sur les lieux de la catastrophe dès que j'ai été averti de l'accident. Je fais appel aux souvenirs, au témoignage de mon honorable ami M. Sarraut qui s'est trouvé avec moi à Grisolles. Nous avons pu constater l'un et l'autre que le bois n'était pas pourri. Tous les rapports que j'ai reçus dégagent à ce point de vue particulier la responsabilité de la compagnie."
