date,nom,prise_de_parole
1907-06-28,VILLAULT-DUCHESNOIS,"M. Villault-Duchesnois, l'un des secrétaires, donne lecture du procès-verbal de la séance d'hier."
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,Le procès-verbal est adopté.
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,1. — EXCUSES ET DEMANDES DE CONGÉ M. le président. M. François Carnot s'excuse de ne pouvoir assister à la séance de ce jour.
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,"M. de La Batut s'excuse de ne pouvoir, pendant quelques jours, assister aux séances de la Chambre."
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,MM. Mahieu et Suchetet s'excusent de ne pouvoir assister à la séance de ce jour et demandent des congés.
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,Les demandes seront renvoyées à la commission des congés.
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,2. - COMMUNICATION DU COMPTE RENDU SUR LE RECRUTEMENT DE L'ARMÉE POUR 1906.
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,M.le président. La parole est à M. le ministre' de la guerre.
1907-06-28,"LE GENERAL PICQUART, MINISTRE DE LA GUERRE",J'ai l'honneur de déposer sur le bureau de la Chambre le compte rendu sur le recrutement de l'armée pour 1906.
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,M. le président. Acte est donné de cette communication qui sera imprimée et dis- tribuée.
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,3. — DEMANDES D'INTERPELLATION M. le président. J'ai reçu de M. Aldy une demande d'interpellation sur les mesures de répression employées dans les événements du Midi.
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,L'honorable auteur demande la jonction de cette interpellation à celles qui sont inscrites à l'ordre du jour.
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,Le Gouvernement ne fait pas obstacleàla jonction.
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,Il n'y a pas d'opposition ?.
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,La jonction est ordonnée.
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,J'ai reçu de M. Augé une demande d'interpellation sur la politique du Gouvernement dans les événements du Midi.
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,L'honorable auteur demande également la jonction de son interpellation à celles déjà inscrites.
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,* Il n'y a pas d'opposition ?.
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,La jonction est ordonnée.
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,4. — ADOPTION D'UN PROJET DE LOI PORTANT ORGANISATION DU CORPS DE SANTÉ DE LA. MARINE
1907-06-28,"ROBLIN, RAPPORTEUR","La commission, d'accord avec le Gouvernement, demande la déclaration d'urgence."
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,Personne ne demande la parole?
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,Je mets aux voix la déclaration d'urgence.
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,"(L'urgence, mise aux voix, est déclarée.)"
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,Personne ne demande la parole pour la discussion générale?
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,Je consulte la Chambre sur la question de savoir si elle entend passer à la discussion des articles.
1907-06-28,PRESIDENCE DE M. HENRI BRISSON,"(La Chambre, consultée, décide de passer à la discussion des articles.)"
1907-06-28,Médecin et pharmacien principal,ancien grade de capitaine de corvette ou chef de bataillon.
1907-06-28,"Médecin et pharmacien de 1"" classe",lieutenant de vaisseau ou capitaine.
1907-06-28,Médecin et pharmacien de 2e classe,enseigne de vaisseau ou lieutenant.
1907-06-28,Médecin et pharmacien de 3e classe,aspirant de ire classe ou sous-lieutenant.
1907-06-28,Art. 4,"Il ne pourra, dans aucun cas, être accordé de grades honoraires ni être fait, en temps de paix, de nominations en dehors du cadre."
1907-06-28,Art. 5,Les nominations et promotions Éans le corps de santé de la marine sont laites par décret.
1907-06-28,Elles,sont immédiatement rendues publiques et effectives par voie d'insertion au Journal officiel.
1907-06-28,Art. 6,L'emploi est distinct du grade.
1907-06-28,Art. 7,Les rangs et préséances des officiers du corps de santé de la marine relativement aux corps d'officiers de la marine et de l'armée de terre sont déterminés par décret.
1907-06-28,Art. 8,Les officiers du corps de santé reçoivent les pensions de retraite prévues par les lois en vigueur pour les officiers de marine du grade correspondant.
1907-06-28,Il,"est compté pour la retraite quatre années de services, à titre d'études préliminaires, aux officiers admis avec les diplômes universitaires dans le corps de santé de la marine, à compter de la mise en vigueur du décret du 24 juin 1886."
1907-06-28,Art. 9,"Peuvent être admis d'office à la retraite avant l'âge déterminé à l'article 9 les officiers du corps de santé de la marine qui, ayant acquis des droits à une pension, ne seraient plus en état de remplir les fonctions qui peuvent leur être dévolues."
1907-06-28,Si,"la mise à la retraite d'office est motivée par l'état de santé de l'officier, la constatation en est faite dans les formes prescrites par un décret."
1907-06-28,Art. 11,Nul officier du corps de santé de la marine admis à la retraite ne peut être replacé dans le cadre de l'activité.
1907-06-28,Art. 12,"Les médecins généraux du service de santé forment un cadre qui se divise en deux sections : la lre section comprend l'activité ; la 2e section comprend la réserve, c'est-à-dire les officiers généraux qui cessent de faire partie de la lre section par application de l'article 15 ci-après."
1907-06-28,Art. 13,"En temps de paix, les emplois d'activité dévolus aux officiers généraux du corps de santé de la marine sont exclusivement conférés aux officiers généraux faisant partie de la lre section."
1907-06-28,Art. 14,"Le médecin général detreclasse à l'âge de 65 ans accomplis , les médecins généraux de 2e classe à l'âge de 62 ans accomplis, cessent d'appartenir à la lre section pour passer dans la 28 section."
1907-06-28,Art. 15,Les officiers généraux du corps de santé de la marine ne sont admis à la f retraite que sur leur demande.
1907-06-28,Ils,ne peu-j vent être mis à la retraite d'office qu'après l'accomplissement des formalités prescrites par la loi pour la mise en réforme.
1907-06-28,Art. 16,Le corps de santé de la marine se recrute parmi les élèves du service de santé de la marine.
1907-06-28,Art. 17,"Les élèves du service de santé de la marine, dont le grade correspond à celui d'aspirant de 2e classe, ne jouissent pas du bénéfice de la loi du 19 mai 1834 sur l'état des officiers."
1907-06-28,Ministre de la marine,"Les élèves du service de santé de la marine, dont le grade correspond à celui d'aspirant de 2e classe, ne jouissent pas du bénéfice de la loi du 19 mai 1834 sur l'état des officiers. Ils sont nommés par le ministre de la marine à la suite d'un concours dont latforme et le programme sont fixés par un règlement ministériel. Des écoles annexes de médecine navale sont organisées dans les ports pour faciliter aux candidats la préparation à ce concours. Les conditions d'âge et d'aptitude requises pour être admis à subir les épreuves de ce concours — auquel peuvent se présenter aussi bien les élèves desdites écoles annexes que les étudiants en médecine et en pharmacie provenant des facultés de médecine ou des écoles de médecine de plein exercice ou des écoles préparatoires de médecine — sont déterminées par un arrêté ministériel. Le nombre destadminissions est annuellement fixé par letministre de la marine selon les besoins du service."
1907-06-28,Ministre de la marine,"Les élèves du service de santé de la marine, dont le grade correspond à celui d'aspirant de 2e classe, ne jouissent pas du bénéfice de la loi du 19 mai 1834 sur l'état des officiers. Ils sont nommés par le ministre de la marine à la suite d'un concours dont latforme et le programme sont fixés par un règlement ministériel. Des écoles annexes de médecine navale sont organisées dans les ports pour faciliter aux candidats la préparation à ce concours. Les conditions d'âge et d'aptitude requises pour être admis à subir les épreuves de ce concours — auquel peuvent se présenter aussi bien les élèves desdites écoles annexes que les étudiants en médecine et en pharmacie provenant des facultés de médecine ou des écoles de médecine de plein exercice ou des écoles préparatoires de médecine — sont déterminées par un arrêté ministériel. Le nombre destadminissions est annuellement fixé par letministre de la marine selon les besoins du service."
1907-06-28,Ministre de la marine,Nul ne peut être nommé au grade de médecin ou de pharmacien de 3e classe s'il n'a satisfait aux examens de sortie de l'école principale du service de santé de la marine et s il n'a obtenu le diplôme de docteur en médecine ou le diplôme de pharmacien universitaire de 1re classe.
1907-06-28,Ministre de la marine,Nul ne peut être promu au grade de médecin ou de pharmacien de 2° classe s'il n'a satisfait aux examens de sortie de l'école d'application.
1907-06-28,Ministre de la marine,"Le rang d'ancienneté est, lors de l'anomination, déterminé par le numéro de classement de sortie de l'école d'application. — (Adopté.)"
1907-06-28,Ministre de la marine,"Les nominations au grade de médecin ou de pharmacien de lre classe ont lieu trois quarts à l'ancienneté, un quart an choix."
1907-06-28,Ministre de la marine,"Nul ne peut être promu au grade de médecin de lre classe s'il ne réunit trois années de service dans le grade de médecin de 2e classe et s'il n'a accompli dans ce grade soit une année d'embarquement, soi une année de service à terre dans un poste où le temps de service compte comme campagne."
1907-06-28,Ministre de la marine,Nul ne peut être promu au grade de pharmacien de lre classe s'il ne compte au moins trois années de service dans le grade de pharmacien de 2e classe.
1907-06-28,Ministre de la marine,"Les nominations au grade de médecin principal ou de pharmacien principal ont lieu moitié à l'ancienneté, un choix."
1907-06-28,Ministre de la marine,"Nul ne peut être promu au grade de médecin principal s'il ne réunit trois années de grade de médecin delr*classe et s'il n'a accompli dans ce grade soit deux années rembarquement,soit deux années de service a terre dans un poste où le temps de service compte comme campagne."
1907-06-28,Ministre de la marine,Nul ne peut être promu au grade de pharmacien principal s'il ne compte aumoinstrois années de services dans le grade de pharmacien de lre classe.
1907-06-28,Ministre de la marine,Les nominations au grade demédecinen chef de 2e classe ou de pharmaClenenchef de 2e classe ont lieu au choix.
1907-06-28,Ministre de la marine,"Nul ne peut être promu au grade de Médecinen chef de 2e classe s'il ne réunittroisannées de grade de médecin principal et s'il n'a accompli dans ce grade soit une année d'embarquement, soit une année deserviceà terre dans un poste où le temps de service compte comme campagne."
1907-06-28,Ministre de la marine,Nul ne peut être nommé au grade de Pharmacienenchefde2eclasse s'il ne compte au moins trois années de services dans le grade de pharmacien principal.
1907-06-28,Ministre de la marine,Les nominations au grade demédecinen chef de lre classe et de pharmaCIen en chef~*~classe ont lieu auchoix.
1907-06-28,Ministre de la marine,Nul ne peut être promu au grade demédecinenchef de 1
1907-06-28,Ministre de la marine,classe ou de pharmaCIen en chef~*~classe s'il ne réunit aumoinstrois années de services dans legradedemédecin en chef de 2e classe ou depharmacienen chef de 2e classe.
1907-06-28,Ministre de la marine,Les nominations au grade de choixgénéral de 2e classe ont lieu auchoix.
1907-06-28,Ministre de la marine,"Nul ne peut être promu au grade delngénéral de 2e classe s'il ne réunit,aumoinstrois années de services dans legradedemédecin en chef de lre classe."
1907-06-28,Ministre de la marine,Le grade de médecin généralde1 classe est conféré au choix.
1907-06-28,Ministre de la marine,Lemédecin général de 2e classe qui estl'objetde ce choix doit réunir au moinstroisannées de service dans son grade.
1907-06-28,Ministre de la marine,Le rang d'anciengeté desofficiersdu corps de santé est déterminéParla date de leur nomination.
1907-06-28,Ministre de la marine,Les officiers promus le même jour SEUnmême grade sont classés d'après le rangquileur était assigné par la liste d'ancienneté dans le grade immédiatement inférieur.
1907-06-28,Ministre de la marine,Toutes les dispositions qui régissentl'avancement à l'ancienneté sont obligatoiresen temps de guerre comme entempsde paix.
1907-06-28,Ministre de la marine,Le temps de service exigé pour passerauchoix d'un grade à un autre peut êtreréduitde moitié pendant les campagnes deguerre.
1907-06-28,Ministre de la marine,"Il ne peut être dérogé aux règles énoncées au présent article que pour actionsd'éclatdÜmentjustifiéeset constatées parledécretde promotion, lequel sera insérésansdélai au Journal officiel."
1907-06-28,Président,"atées parledécretde promotion, lequel sera insérésansdélai au Journal officiel. » - (Adopté.)"
1907-06-28,Président,"TITRE IVOFFICIERSDU CtRPS DE SANTÉ DE RÉSERVE«Art. 28. — Les officiers, appelés conj.ointementavec les officiers du corps desantédu cadre d'activité à assurer les besoins du service en cas de mobilisationtotaleou partielle, sont dénommés officiersducorps de santé de réserve."
1907-06-28,Président,"MIls sont choisis :«IlParmilesofficiers généraux du corpsdesantéde la 2e section ;«20 D'office, parmi les officiers du corps de santé retraités depuis moins de cinq ans, par application de la loi du 5 août 1879; « 3° Sur leur demande, parmi : les officiers du corps de santé de la marine démissionnaires encore astreints aux obligations du service militaire, soit dans l'armée active, soit dans l'armée territoriale ; les officiers du corps de santé de la marine démissionnaires qui ne sont plus astreints aux obligations du service militaire, et les officiers du même corps retraités depuis plus de cinq ans. » — (Adopté.)"
1907-06-28,Président,"« Art. 29. — Les officiers du corps de santé de réserve appelés au service reçoivent, pendant tout le temps qu'ils y sont maintenus, la solde et les accessoires de solde alloués aux officiers du corps de santé du même grade du cadre d'activité ; ils sont soumis pendant le même temps aux lois et règlements touchant la discipline militaire.» — (Adopté.)"
1907-06-28,Président,"« Art. 30. — Les officiers du corps de santé de réserve qui se sont distingués, soit au cours d'une campagne de guerre, soit au cours d'une période de service à terre ou à la mer à bord des bâtiments de l'Etat, peuvent obtenir des distinctions et récompenses honorifiques."
1907-06-28,Président,"Ils jouissent, dans ce cas, des avantages attachés à ces distinctions et récompenses dans les mêmes conditions que les officiers du cadre d'activité.H— (Adopté.)"
1907-06-28,Président,"« Art. 31. — Pour les blessures qu'ils reçoivent, ou infirmités qu'ils contractent pendant qu'ils sont au service, les officiers du corps de santé de réserve sont traités, quant au droit à pension, de la même manière que les officiers du même grade du cadre d'activité."
1907-06-28,Président,« La même règle s'applique aux veuves et aux orphelins mineurs des officiers du corps de santé de réserve.
1907-06-28,Président,"« Le rappel à l'activité pour le temps de guerre des officiers du corps de santé retraités ne peut ouvrir des droits à la revision de la pension, sauf dans le cas des paragraphes 1 et 2 du présent article. — (Adopté.)"
1907-06-28,Président,"« Art. 32. — Un décret rendu en conseil d'Etat règle l'état des officiers du corps de santé de réserve, leur mise hors cadres, les punitions disciplinaires dont ils sont passibles lorsqu'ils sont dans leurs foyers."
1907-06-28,Président,"« Un règlement ministériel règle toutes les dispositions de détail concernant l'organisation, les cadres, les répartitions, l'emploi des officiers du corps de santé de réserve, ainsi que leur radiation des cadres de la réserve."
1907-06-28,Président,TITRE VDISPOSITIONS TRANSITOIRES GÉNÉRALES « Art. 33. — Les dispositions transitoires' qui sont l'objet de l'article 4 du décret du 1er décembre 1900 ne seront en vigueur.
1907-06-28,Président,« Les nouvelles règles concernant la mise à la retraite par limite d'âge ne seront applicables qu'aux officiers promus postérieurement à la présente loi.
1907-06-28,Président,»— (Adopté.) « Art. 34. — Sont abrogées toutes les dispositions contraires à la présente loi.
1907-06-28,Président,M. le président. Je mets aux voix l'ensemble du projet de loi.
1907-06-28,Président,"(L'ensemble du projet de loi, mis aux voix, est adopté.)"
1907-06-28,Simyan,5. — ADOPTION. DU PROJET DE LOI PORTANT APPROBATION DES CONVENTIONS ET ARRANGEMENTS DE t/UNION POSTALE UNIVERSELLE M. le président.
1907-06-28,Simyan,L'ordre du jour appelle la 1re délibération sur le projet de loi por-
1907-06-28,président,"Art. 3. — Seront également fixées par 4es décrets insérés au Bulletin des lois les conditions de tarif ou autres applicables dans les relations postales des bureaux français à l'étranger, soit entre eux, soit avec la France et l'Algérie, soit avec les colonies ou établissements français et les pays étrangers. » — (Adopté.)"
1907-06-28,président,Art. 4. — Le Gouvernement est autorisé à organiser l'échange des coupons-réponse avec les autres pays de l'Union participant à ce service.
1907-06-28,président,"Art. 5. — La rétribution allouée par l'administration des postes, en vertu de l'arrêté des consuls du 19 germinal an X et du décret du 12 juillet 1856, modifié par la loi de finances du 22 avril 1905"
1907-06-28,président,"aux capitaines de bâtiments libres, c'est-à-dire non reconnus comme paquebots-poste etne bénéficiant pas, d'autre part, des primes prévues par les lois sur la marine marchande, naviguant entre la France et les pays d'outre-mer, est fixée ainsi qu'il suit, sauf arrangementBinentreavec les pays intéressés ou les compagnies de navigation ."
1907-06-28,président,"« 1° Pour les parcours n'excédant pas 300 milles marins : 1 fr. par kilogr. de lettres ou de cartes postales, et 20 centimes par kilogr. d'autres objets;"
1907-06-28,président,« 2° Pour les parcours dépassant 300 milles marins : 3 fr. par kilogr. de lettres ou de cartes postales et 40 centimes par kilogr. d'autres objets.
1907-06-28,président,"Il n'est pas dérogé aux dispositions de l'article 15 de la loi de finances du 29 décembre 1895 touchant la gratuité du transport des correspondances pour les bateaux naviguant entre la France et l'Algérie, dispositions qui s'étendront également aux bateaux naviguant entre la France et la Corse."
1907-06-28,président,M. le président. Je mets aux voix l'ensemble du projet de loi.
1907-06-28,président,"(L'ensemble du projet de loi, mis aux voix, est adopté.) 8. — ADOPTION DU PROJET DE LOI PORTANT APPROBATION D'UNE CONVENTION RELATIVE AU SERVICE MARITIME POSTAL ENTRE CALAIS ET DOUVRES."
1907-06-28,président,M. le président. L'ordre du jour appelle la1
1907-06-28,"Simyan, sous-secrétaire d'Etat des postes et des télégraphes","Le Gouvernement, d'accord avec la commission, prie la Chambre de déclarer l'urgence."
1907-06-28,président,M. le président. Je mets aux voix la déclaration d'urgence.
1907-06-28,président,"(L'urgence, mise aux voix, est déclarée.) M. le président. Personne ne demande la parole pour la discussion générale?"
1907-06-28,président,Je consulte la Chambre sur la question de savoir si elle entend passer à la discussion des articles.
1907-06-28,président,"(La Chambre consultée, décide de passer à la discussion des articles.) M. le président. « Art.ter.— Sont approuvées :"
1907-06-28,président,"Les stipulations financières contenues dans l'article 2 de la convention conclue lelepmai 1907, entre l'Etat et la compagnie du chemin de fer du Nord, pour le transport quotidien par paquebots à vapeur, des dépêches et des colis postaux entre Calais et Douvres."
1907-06-28,président,Personne ne demande la parole sur l'article 1er ?.
1907-06-28,président,Je le mets aux voix.
1907-06-28,président,"(L'article 1er, mis aux voix, est adopté.) « Art. 2. — Ladite convention et le cahier des charges qui s'y rapporte seront enregistrés au droit fixe de 3 francs*. » (Adopté.)"
1907-06-28,président,M. le président. Je mets aux voix l'ensemble du projet de loi.
1907-06-28,président,"(L'ensemble du projet de loi, mis aux voix, est adopté.)"
1907-06-28,président,7. — ADOPTION D'UN PROJKT DB LOI CONCERNANT L'ÉTABLISSEMENT D'UN CHEMIN DE FER DE RIOM A CHATKLGtTYON.
1907-06-28,président,"M. le président. L'ordre du jour appelle la1rcdélibération sur le projet de loi ayant pour objet de déclarer d'utilité publique, à titre d'intérêt général, l'établissement d'un chemin de 1er de Riom à Châtelguyon et ,d'approuver une convention provisoire passée avec la compagnie des chemins de 1er de Paris à Lyon et à la Méditerrannée pour la concession de cette ligne."
1907-06-28,Périer (Saône-et-Loire),"La commission, d'accord avec le Gouvernement, prie la Chambre de déclarer l'urgence."
1907-06-28,président,M. le président. Je mets aux voix la déclaration d'urgence.
1907-06-28,président,"(L'urgence, mise aux voix est déclarée.) M. le président. Personne ne demande la parole dans la discussion générale ?"
1907-06-28,président,Je consulte la Chambre sur la question de savoir si elle entend passer à la discussion des articles.
1907-06-28,président,"(La Chambre, consultée, décide de passerSladiscussion des articles.) M. le président,"
1907-06-28,président,-« Art. 1er. — Est dé-
1907-06-28,président,"claré d'utilité publique, à titre d'intérêt gé- néral, l'établissement d'un chemin de 1er de Riom à Châtelguyon."
1907-06-28,président,Personne ne demande la parole sur l'article 1er?
1907-06-28,président,Je le mets aux voix.
1907-06-28,président,"(L'article 1er, mis aux voix, est adopté.) « Art. 2. — Est approuvée la convention provisoire passée le 21 juin 1907, entre le ministre des travaux publics, des postes et des télégraphes et la compagnie des chemins de fer de Paris à Lyon et à la Méditerrannée pour la concession de ladite ligne."
1907-06-28,président,"« L'enregistrement de cette convention, ci-annexée, ne donnera lieu qu'à la perception du droit fixe de 3 fr. » — (Adopté.)"
1907-06-28,président,"« Art. 3. — Viendront en déduction des dépenses à la charge de l'Etat, pour l'établissement du chemin de fer en question, les subventions qui ont été ou qui seront offertes par le département, les communes ou les propriétaires intéressés."
1907-06-28,président,- (Adopté.) « Art. 4. — Il est pris acte :
1907-06-28,président,"« 1° De la délibération du 27 août 1903, par le conseil général du Puy-deDôme a voté une subvention de 50,000 fr. pour l'établissement de la ligne mentionnée à l'article 1er ci-dessus ;"
1907-06-28,président,"« 2° De la délibération du 12 mai 1904, par le conseil municipal de ChâtelGuyon s'est engagé à fournir une subvention de 50,000 fr.;"
1907-06-28,président,"« 3° De l'engagement souscrit le 28 février 1905 par la société des eaux minérales de Châtel-Guyon de fournir une subvention de 10,000 fr.;"
1907-06-28,président,« 4° Des engagements pris par la compagnie des chemins de fer de Paris à Lyon et à la Méditerrannée.
1907-06-28,président,— (Adopté.) M. le président. Je mets aux voix l'ensemble du projet de loi.
1907-06-28,président,"(L'ensemble du projet de loi, mis aux voix, est adopté.)"
1907-06-28,président,"ration du 12 mai 1904, par laquelle le conseil municipal de ChâtelGuyon s'est engagé à fournir une subvention de 50,000 fr.; « 3° De l'engagement souscrit le 28 février 1905 par la société des eaux minérales de Châtel-Guyon de fournir une subvention de 10,000 fr.; « 4° Des engagements pris par la compagnie des chemins de fer de Paris à Lyon et à la Méditerranée. » — (Adopté.)"
1907-06-28,président,M. le président. Je mets aux voix l'ensemble du projet de loi.
1907-06-28,président,"(L'ensemble du projet de loi, mis aux voix, est adopté.)"
1907-06-28,président,8. — ADOPTION D'UN PROJET DE LOI PORTANT OUVERTURE D'UN CRÉDIT SUPPLÉMENTAIRE
1907-06-28,président,M. le président. L'ordre du jour appelle la discussion du projet de loi portant ouverture au ministre de la justice d'un crédit supplémentaire au titre de l'exercice 1907 (cours d'appel).
1907-06-28,président,Personne ne demande la parole pour la discussion générale ?
1907-06-28,président,Je consulte la Chambre sur la question de savoir si elle entend passer à la discussion de l'article unique.
1907-06-28,président,"(La Chambre décide de passer à la discussion de l'article.) M. le président. « Article unique.—Il est ouvert au ministre de la justice, en addition aux crédits alloués par la loi de finances du 30 janvier 1907 et par des lois spéciales pour les dépenses du budget général de l'exercice 1907, un crédit supplémentaire de 5,250 fr. applicable au chapitre 7 du budget de son département : « Cours d'appel ». « Il sera pourvu à ce crédit au moyen des ressources générales du budget de l'exercice 1907. »"
1907-06-28,président,Personne ne demande la parole?
1907-06-28,président,"Je mets aux voix, par scrutin, l'article unique du projet de loi."
1907-06-28,président,Le scrutin est ouvert.
1907-06-28,président,(Les votes sont recueillis. — MM. les secrétaires en font le dépouillement.)
1907-06-28,président,Voici le résultat du dépouillement du scrutin : Nombre des votants. 337 Majorité absolue. 169 Pour l'adoption. 331 Contre. 6
1907-06-28,président,La Chambre des députés a adopté.
1907-06-28,président,"9. - AJOURNEMENT DE LA DISCUSSION D'UNE PROPOSITION DE LOI M. le président. L'ordre du jour appellerait la lre délibération sur la proposition de loi, adoptée par le Sénat, tendant à modifier divers articles de la loi du 10 août 1871 sur les conseils généraux."
1907-06-28,président,"Cette affaire avait été mise à l'ordre du jour sous réserve qu'il n'y aurait pas débat, mais M. le ministre des finances devant présenter des observations, il y a Heu de la retirer de l'ordre du jour."
1907-06-28,président,"La commission est d'accord avec le Gouvernement pour demander à la Chambre' de réinscrire cette discussion en tête de l'ordre du jour de la 2e séance de mardi prochain.,„Il n'y a pas d'opposition?"
1907-06-28,président,Il en est ainsi ordonné.
1907-06-28,président,"110. — TRANSMISSION D'UNE PROPOSITION DE LOI, ADOPTÉE PAR LE SÉNAT - * M. le président. J'ai reçu de M. le président du Sénat la communication suivante : «Pari§,le28juin1907."
1907-06-28,président,"« Pari», le 28 juin 1907."
1907-06-28,président,"« Monsieur le président,11« Dans ses séances des 18 et 25 juin 1907 le Sénat a adopté, avec modifications, une proposition de loi précédemment adoptée par la Chambre des députée concernant la vente des engrais."
1907-06-28,président,"Conformément aux dispositions de l'article 126 du règlement du Sénat, j'ai l'honneur de vous adresser une expédition authentique de cette proposition, dont je vous prie de vouloir bien saisir la Chambre des députés."
1907-06-28,président,Je vous serai obligé de m'aceuser réception de cet envoi.
1907-06-28,président,"Agréez, monsieur le président, l'assurance de ma haute considération. Le président du Sénat, « ANTONIN DUEOST."
1907-06-28,président,"La proposition de loi sera imprimée, distribuée et, s'il n'y a pas d'opposition, renvoyée à la commission de l'agriculture. (Assentiment.)"
1907-06-28,président,j*{{.-DISCUSSION DE QUATRE INTERPELLATIONS J SUR LES ÉVÉNEMENTS DU MIDI.1-AM. le président. L'ordre du jour appelle la discussion des interpellations : 1° de MM. Bedouce et Betoulle sur la politique du Gouvernement dans les événements du Midi; 2° de M. Paul-Meunier sur l'attitude du Gouvernement ; 3° de M. Aldy sur les mesures de répression employées dans les événements du Midi ; 4° de M. Augé sur la polique du Gouvernement dans les événenements du Midi.
1907-06-28,Bedouce,"Messieurs, c'est peut-être improprement que nous avons demandé à interpeller le Gouvernement sur sa politique dans les événements du Midi ; nous aurions plutôt dû dire : sur ses politiques, tantsocattitude, dans ces affaires, a été variée et contradictoire.."
