date,nom,prise_de_parole
1907-11-26,president,Personne ne demande plus la parole sur le chapitre 11?
1907-11-26,president,"Je le mets aux voix, au chiffre de 3 millions 33,281 fr."
1907-11-26,president,"' Chap. 12. — Transport des dépêches postales, 16,285,873 fr.'"
1907-11-26,"Noulens, rapporteur","M. Noulens, rapporteur. Messieurs,"
1907-11-26,Tournade,"Je ne sais pas si vous parlez comme rapporteur, mais vous auriez pu répondre aux orateurs inscrits. J'avais précisément demandé la parole sur le point que vous traitez."
1907-11-26,le rapporteur,"Dans l'espèce, mon rôle n'est pas de répondre aux orateurs; l'administration se défendra contre mes critiques."
1907-11-26,M. le sous-secrétaire d'Etat,Je cite des faits à la tribune pour donner satisfaction aux désirs d'un certain nombre de chambres de commerce.
1907-11-26,M. le sous-secrétaire d'Etat,"Il en est ainsi, par exemple, pour le courrier Milan-Paris, dont la remise tardive est régulièrement attribuée au service du chemin de fer."
1907-11-26,M. le sous-secrétaire d'Etat,"Des retards d'une autre nature résultant, non d'un défaut d'organisation du service, mais de la faute personnelle des employés, ne sont pas moins préjudiciables au commerce, surtout dans les rapports internationaux."
1907-11-26,M. le sous-secrétaire d'Etat,"En matière télégraphique, l'Etat est exonéré de toute responsabilité par la loi du 29 novembre 1850 ; aussi constate-t-on fréquemment des retards, des altérations et des pertes dans la transmission des télégrammes."
1907-11-26,M. le sous-secrétaire d'Etat,"Nous sommes prêts, disent-ils, à payer des primes importantes pourvu que nous .soyons couverts par une assurance contre fles risques d'altération ou de pertes des télégrammes."
1907-11-26,M. le sous-secrétaire d'Etat,"En matière postale, nous constatons que l'irresponsabilité de l'administration est complète et je ne vois guère le moyen d'y .remédier."
1907-11-26,M. le sous-secrétaire d'Etat,"Il est nécesaire, dans tous les cas, d'adresser des instructions rigoureuses aux agents pour rendre aussi rares que possible les erreurs ou fautes de service dans les transmissions."
1907-11-26,Tournade,"Messieurs, je désire poser à M. le sous-secrétaire d'Etat la même question que vient d'effleurer M. Noulens : je veux parler des retards de la distribution du courrier anglais à Paris."
1907-11-26,Noulens,"Vous savez quelle est l'importance- de ce courrier au point de vue commercial et industriel; quand il est en retard, s'il est désagréable aux particuliers de ne pas recevoir leurs lettres privées, il est encore plus préjudiciable à tout le commerce parisien de ne pas avoir le travail à distribuer à son personnel en temps utile, le matin de bonne heure."
1907-11-26,sous-secrétaire d'Etat,"Il est, en effet, trèsexactfl.ueJepu1? Il est, en effet, trèsexactfl.ueJepu1? Il est, en effet, trèsexactfl.ueJe vais très rapidement à l'honorable M.fournatl'honorable M. Noulens."
1907-11-26,Tournade,"Il est, en effet, trèsexactfl.ueJe dois déclarer tout desuitequcesr?'tards ne sont pas, commepara.-S'rl'trlacroire les membres de lachambrei"
1907-11-26,le sous-secrétaire d'Etat,Je me suis étendu sur les mesures prises pour éviter les retards du courrier anglais. Je me suis occupé personnellement de cette affaire et je puis vous donner l'assurance que nous ne négligerons rien pour donner satisfaction aux légitimes désirs du grand commerce de Paris et de Londres.
1907-11-26,M. Tournade,"Je remercie M. le sous-secrétaire d'Etat. Je constate qu'il a pris la question en mains et que il a même obtenu déjà une amélioration considérable. Je retiens de ses explications qu'il exercera maintenant son action surtout à Londres et à Douvres, où se trouvait, paraît-il, la cause du mal, et qu'on évitera les retards quotidiens qui ont été signalés."
1907-11-26,M. le sous-secrétaire d'Etat,M. Noulens a signalé de son côté des erreurs assez graves dans la transmission des télégrammes et dans le transport des lettres.
1907-11-26,Messieurs,"Rappelez-vous que nous acheminons 42 millions de télégrammes. Certainement, sur ce nombre énorme, il peut y avoir des erreurs. Soyez sûrs qu'il s'en produit ailleurs, ce qui ne veut pas dire qu'il faille laisser aller les choses."
1907-11-26,M. le président,La parole est à M.Lefas.
1907-11-26,M. Lefas,"Je voudrais présenter une observation générale sur les transports par colis postaux, et les améliorations qu'il serait nécessaire d'apporter au transfert de ces colis, soit des réseaux d'intérêt public sur les réseaux d'intérêt départemental, soit des réseaux français sur les réseaux étrangers."
1907-11-26,LEFAST,"r exemple, un colis postal qui pour arriver à destination, doit passer du réseau d'une de nos grandes compagnies sur un réseau d'intérêt départemental. Beau* coup de lignes d'intérêt départemental n'ont pas prévu paraît-il, dans leur cahier des charges, le service des colis postaux."
1907-11-26,LEFAST,"Il arrive alors que, pour franchir les quelques centaines de mètres qui séparent la gare de la compagnie de la gare départementale, le colis postal doit faire un stage de vingtquatre ou même de quarante-huit heures."
1907-11-26,LEFAST,"Ce laps de temps est paraît-il nécessité par des écritures et des formalités compliquées, par des décharges données d'une compagnie à l'autre, par des avis adressés au destinataire pour supplément de taire ou taxe."
1907-11-26,LEFAST,"Remarquez, en effet, messieurs, que pour passer sur le réseau d'intérêt départemental, le colis postal doit acquitter une nouvelle taxe, à laquelle l'Etat ajoutera un nouveau droit de timbre, qui véritablement fait ici double emploi. Taxe et timbre atteignent, de suite, pour les moindres distance, un prix de 45 à 60 centimes."
1907-11-26,LEFAST,"On arrive à cette conséquence bizarre qu'un colis, qui a payé 85 centimes pour franchir des centaines de kilomètres sur tous les réseaux des compagnies, se voit frappé d'une taxe supplémentaire de 45 centimes, pour franchir quelques dizaines de kilomètres sur un réseau départemental!"
1907-11-26,LEFAST,"C'est, en résumé, pour le destinataire du colis, une majoration de port de 50 p. 100, aggravée d'un retard variant de vingt-quatre à quarante-huit heures."
1907-11-26,LEFAST,"(Très bien! très bien 1) Notre service de colis postaux présente de ce chef, à l'intérieur même du pays, une très grande défectuosité."
1907-11-26,LEFAST,Elle n'a pas échappé à la sagacité de M. le rapporteur du budget.
1907-11-26,LEFAST,"Son rapport contient sur ce point une observation que je trouve seulement un peu trop brève. J'aurais aimé, en particulier, à le voir rechercher et nous indiquer un moyen pratique de remédier à la situation."
1907-11-26,LEFAST,"M. le sous-secrétaire d'Etat voudra bien, je l'espère, nous donner à cet égard une indication."
1907-11-26,LEFAST,"J'avais eu, quant à moi, une idée que je lui soumis : Puisqu'une commission extraparlementaire, nommée au cours des vacances dernières, est chargée de reviser la loi de 1880 sur les subventions de l'Etat envers les compagnies de chemins de fer départementaux, ne pourrait-on comprendre la question des transports par colis postaux dans le champ d'études de cette commission?"
1907-11-26,LEFAST,"S'il fallait, pour l'en saisir, une résolution de la Chambre, je suis convaincu que M. le rapporteur et M. le sous-secrétaire d'Etat se joindraient à moi pour obtenir de la Chambre cette décision."
1907-11-26,LEFAST,"Mais, d'une façon générale, ce que je voudrais demander à l'administration des postes, c'est, puisqu'elle prend la responsabilité nominale du service des colis postaux,"
1907-11-26,LEFAST,"d'assumer les conséquences de cette responsabilité; non pas, je le veux bien, dans les cas où le transport s'opère suffisamment parles compagnies;"
1907-11-26,LEFAST,mais tout au moins lorsqu'il surgit en cours de route une difficulté.
1907-11-26,LEFAST,"Tel est le cas de ces transferts de réseau à réseau, que je viens de signaler. Il me paraît impossible que l'administration des postes se désintéresse des colis postaux,"
1907-11-26,LEFAST,"au point de les laisser en souffrance entre deux voituriers, dont l'un estime sa mission terminée, tandis que l'autre n'a pas encore commencé à remplir la sienne."
1907-11-26,LEFAST,"S'il y a un hiatus entre les réseaux de ces deux compagnies, c'est à l'administration des postes,"
1907-11-26,LEFAST,"à intervenir, pour veiller à ce que le transfert du colis postal s'effectue dans des conditions satisfaisantes."
1907-11-26,LEFAST,"Ce que je viens de dire des défectuosités qui se glissent dans notre service intérieur de colis postaux, je le répète,"
1907-11-26,LEFAST,à plus forte raison lorsqu'il s'agit du service international.
1907-11-26,LEFAST,"Le transfert de ces colis n'est pas surveillé comme il devrait l'être, pour passer des réseaux de chemins de fer français sur les réseaux étrangers ou sur les lignes de paquebots."
1907-11-26,LEFAST,"Que la correspondance directe soit manquée, par le retard d'un train ou par toute autre cause — et le cas est fréquent — nulle administration n'intervient pour y parer."
1907-11-26,LEFAST,"Le colis postal reste sur le quai ou en entrepôt jusqu'au départ suivant, qui n'a lieu parfois que plusieurs jours après. Nul ne s'en occupe."
1907-11-26,LEFAST,"Or dans les cas semblables, la poste trouve, en général, pour ses courriers, le moyen, au prix de quelque détour, par une correspondance indirecte, d'atténuer le retard et de regagner une partie du temps perdu."
1907-11-26,LEFAST,"Eh bien, ce bon office, certaines postes étrangères l'assument pour les colis postaux aussi bien que pour leurs courriers. Je demande à notre administration de s'inspirer de leur exemple."
1907-11-26,LEFAST,"(Très bien!) Des personnes, qui ne sont pas suspectes au Gouvernement, puisqu'elles ont occupé des postes de confiance,"
1907-11-26,LEFAST,"dans les pays qui avoisinent la mer Noire ou dans les eaux du Levant, m'ont confié que notre service des colis postaux devient tellement défectueux à ces distances,"
1907-11-26,LEFAST,qu'il leur a fallu renoncer à utiliser ce moyen pratique de faire connaître et de répandre les produits de l'industrie parisienne.
1907-11-26,LEFAST,"Au contraire, certain pays voisin,"
1907-11-26,LEFAST,"ceux-là qui font la plus rude concurrence à nos fabricants,"
1907-11-26,LEFAST,fait parvenir à la même distance leurs colis postaux avec la régularité et la célérité des courriers eux-mêmes.
1907-11-26,LEFAST,"Placez en regard de cet exemple l'irrégularité déconcertante des postaux français, et vous ne serez pas étonnés du préjudice causé à notre commerce d'exportation."
1907-11-26,LEFAST,"Ce préjudice est d'autant plus sensible que l'industrie française, en général,"
1907-11-26,LEFAST,est une industrie de luxe et de produits légers qui comportent par essence l'emploi du colis postal.
1907-11-26,LEFAST,"Mais encore faut-il que ces articles parisiens arrivent à destination dans toute leur fraîcheur ; surtout qu'ils parviennent en temps voulu,"
1907-11-26,LEFAST,"lorsqu'il s'agit, par exemple, d'objets de toilette destinés à quelque fête."
1907-11-26,LEFAST,"Il y a là une question d'ensemble, dont la bonne solution est indispensable au développement de nos relations industrielles et commerciales. Je prie M. le sous-secrétaire d'Etat des postes de vouloir bien l'étudier."
1907-11-26,LEFAST,"(Très bien! très bien!) M. le sous-secrétaire d'Etat. Le service des colis postaux est assuré, comme vous le savez, messieurs,"
1907-11-26,LEFAST,"non par l'Etat, mais par les compagnies de chemins de fer,"
1907-11-26,LEFAST,sous la surveillance de l'Etat et de l'administration des postes.
1907-11-26,LEFAST,"Dans un certain nombre de cas,"
1907-11-26,LEFAST,"il a donné lieu, en effet, à quelques difficultés avec les compagnies."
1907-11-26,LEFAST,"On n'a pas toujours prévu,"
1907-11-26,LEFAST,"surtout dans les cahiers des charges de certaines compagnies de chemins de ferdépartementaux, le transport des dépêches postales et des colis postaux."
1907-11-26,LEFAST,"il en est résulté des défectuosités que nous avons tous dû souffrir au cours de ces dernières années. MUn décret du 16 juillet dernier a modifié certaines dispositions des cahiers des charges types des chemins de fer; il a été stipulé notamment «queles concessionnaires pourraient être requis à étreqconcoopérer au service des colis postaux conformément aux lois, conventions, règlements et tarifs sur la matière.»"
1907-11-26,LEFAST,"nous appuyant sur ce décret, nous avons, dans la plupart des cas,"
1907-11-26,LEFAST,"évité les inconveniens que signalait M. Lefas*jeluidonnel'assurance quieje,toutdlsoposéà étudier les questions quilasoueulamon attention et à en saisir,s'ilyaqlullecommissionextraparlementaire,ail a fait allusion."
1907-11-26,LEFAST,j'ajoutequ'il est trèsdésirablequeeiéministrationdes postes soit intégrée dans tous les comités qui des conventions avec les chemins de fer.
1907-11-26,LEFAST,"Je dois déclarer que M-steSanistre des travaux publicsetdespog3toujours fait le meilleuraccueilau.de,mandes analogues que j'ai puluifau."
1907-11-26,LEFAST,•
1907-11-26,Sanistre,"Je dois déclarer que M-ste Sanistre des travaux publics et des pog3toujours fait le meilleur accueil au.de, mandes analogues que j'ai puluifau."
1907-11-26,Bieg,"'ndiS""M. Marcel Sembat. C'est, en effet, 1 pensable."
1907-11-26,Lefas,Je remercie M. lesous-seerdond'Etat de la réponse qu'il vient derDdesré.
1907-11-26,Tournade,"Comme les colis postaux, n'ont rien .de postal en France, on1 bien de les débaptiser.bi¡pUM.Lefas. Je préfère qu'ils restent ilsés et que les ministres des postess'el1occupent.(Soui-ires.)iti"
1907-11-26,Lebrun,"Je n'ai, messieurs, H'tedbrève observation à présenter.l>Le Journal officiel du 3octobredcédet, publié un décret du 29septembrePrrendant exécutoire laconventioninternadenale postale conclue àRomeaatel'année dernière.cetVous vous rappelez qu'auxtermesçe.ceJconvention la taxed'affranchissenaiVStlettres dans l'étendue del'union^s,jfixée : 25 centimes jusqu'à 20grttiOV615 centimes par 20 grammesoutr*20 grammes au delà de laprefliieufl1depoids."
1907-11-26,Sembat,"'ndiS""M. Marcel Sembat. C'est, en effet, 1 pensable."
1907-11-26,Lefas,J'appelle également l'attease
1907-11-26,le sous-secrétaired'Etat,"A*prromeI1'tières, notamment, nousavonsfiniPré-soudre la difficulté.IltioI1M. Lefas. J'appelleégalementl'attease"
1907-11-26,Lefas,"'ndiS""M. Marcel Sembat. C'est, en effet, 1 pensable."
1907-11-26,Lefas,J'appelle également l'attease
1907-11-26,le sous-secrétaired'Etat,"sur lancesconde question, celle de corresronel'ortavec les réseaux étrangers.pmsqeIltiOI1vient de conclure unenouvellecon^,oti0lJinternationale relative auservi.cemerdetional des colis postaux, ilfautPrla mise en vigueur de cetteconventi.opoHrassurer la parfaite régularitédeleur11151port.staUM."
1907-11-26,Tournade,"Comme les colis postaux, n'ont rien .de postal en France, on1 bien de les débaptiser.bi¡pUM.Lefas. Je préfère qu'ils restent ilsés et que les ministres des postess'el1occupent.(Soui-ires.)iti"
1907-11-26,Lebrun,"Je n'insiste pas, encore que la réponse de M. le sous-secrétaire d'Etat soit plutôt de nature à me faire persévérer dans mon idée première, puisque, aussi bien — il l'a reconnu lui-même —il y a peu de lettres se trouvant dans la situation que j'ai indiquée, et que, par conséquent, la mesure qu'il conviendrait de prendre pour y remédier serait sans répercussion sur le Trésor."
1907-11-26,Lebrun,"Je retiens surtout l'argument moral que j'ai fait valoir; et j'espère, malgré tout, que l'Etat aura à cœur d'y répondre bientôt par les mesures appropriées."
1907-11-26,le président,La paroleestabrun.'ulleM. Lebrun.
1907-11-26,Lebrun,"Je n'ai, messieurs, H'tedbrève observation à présenter.l>Le Journal officiel du 3octobredcédet, publié un décret du 29septembrePrrendant exécutoire laconventioninternadenale postale conclue àRomeaatel'année dernière.cetVous vous rappelez qu'auxtermesçe.ceJconvention la taxed'affranchissenaiVStlettres dans l'étendue del'union^s,jfixée : 25 centimes jusqu'à 20grttiOV615 centimes par 20 grammesoutr*20 grammes au delà de laprefliieufl1depoids."
1907-11-26,Sembat,"'ndiS""M. Marcel Sembat. C'est, en effet, 1 pensable."
1907-11-26,Lefas,J'appelle également l'attease
1907-11-26,le sous-secrétaired'Etat,"sur lancesconde question, celle de corresronel'ortavec les réseaux étrangers.pmsqeIltiOI1vient de conclure unenouvellecon^,oti0lJinternationale relative auservi.cemerdetional des colis postaux, ilfautPrla mise en vigueur de cetteconventi.opoHrassurer la parfaite régularitédeleur11151port.staUM."
1907-11-26,Tournade,"Comme les colis postaux, n'ont rien .de postal en France, on1 bien de les débaptiser.bi¡pUM.Lefas. Je préfère qu'ils restent ilsés et que les ministres des postess'el1occupent.(Soui-ires.)iti"
1907-11-26,Villebois-Mareuil,Je ne veux pas m'attirer les foudres de M. le président de la commission du budget.
1907-11-26,Berteaux,Je vous écoute toujours avec plaisir.
1907-11-26,Villebois-Mareuil,et je me bornerai à poser une brève question à M. le sous-secrétaire d'Etat des postes.
1907-11-26,sous-secrétaired'Etat,Nous faisons maintenant escorter tous les transports postaux.
1907-11-26,Villebois-Mareuil,même sur les lignes de chemins de fer?
1907-11-26,sous-secrétaired'Etat,"Sur les lignes de chemins de fer, il y a, dans les wagons-poste, un chef de brigade, un ou deux commis principaux, quatre commis et quelquefois deux ou trois courriers ambulants. Il semble bien que ce personnel soit assez nombreux pour se défendre."
1907-11-26,Villebois-Mareuil,A droite. Ils ne sont pas armés.
1907-11-26,Villebois-Mareuil,"L'année prochaine, je vous demanderai de leur donner une mitrailleuse! (On rit.)"
1907-11-26,Cornet,"Messieurs, j'appelle l'attention de M. le sous-secrétaire d'Etat des postes sur le supplément de taxe appliqué aux lettres non affranchies ou insuffisamment affranchies."
1907-11-26,sous-secrétaired'Etat,Alqrs on n'affranchira plus du tout! L'expéditeur laissera payer la taxe au destinataire qui s'y refusera. Nous transporterons ainsi les lettres et nous les retournerons aux expéditeurs en pure perte. C'est absolument inadmissible.
1907-11-26,Cornet,"Ce raisonnement est un peu exagéré; néanmoins je me permets de prier M. le sous-secrétaire d'Etat de bien vouloir examiner s'il ne serait pas possible de ne réclamer au destinataire que le. montant de l'affranchissement réel du pli, sans aucune surtaxe."
1907-11-26,Cornet,Ce raisonnement est un peu exagéré; néanmoins je me permets de prier M. le sous-secrétaire d'Etat d'étudier la question. Il est absolument contraire à l'équité que celui qui reçoit une lettre paye la faute de celui qui l'a expédiée.
1907-11-26,le sous-secrétaire d'Etat,"En effet, on n'est pas obligé de recevoir une lettre, mon cher collègue; on a toujours le droit de la refuser, et c'est co qui a lieu la plupart du temps dans les cas que vous signalez."
1907-11-26,Lucien Cornet,"Je n'ignore pas que le destinataire d'un pli insuffisamment affranchi a la ressource de le refuser; mais bien souvent la chose lui est moralement impossible, et je citerai comme exemple le cas où l'enveloppe porte un en-tête indiquant le nom de l'expéditeur. Le destinataire est alors — soit pour raison commerciale, soit pour tout autre motif, et sans rechercher la cause anormale de cette insuffisance d'affranchissement — dans la nécessité de payer la surtaxe afin de ne pas froisser son correspondant par un refus."
1907-11-26,le président,La parole est à M. Sembat.
1907-11-26,Marcel Sembat,"Je prie M. le soussecrétaire d'Etat d'insister, comme il le disait tout à l'heure à M. Lefas, pour l'entrée des représentants de l'administration dans tous les conseils où se tranchent ces questions si graves des transports. Je voudrais lui signaler en outre que son action pourrait s'exercer du côté du conseil d'Etat."
1907-11-26,Marcel Sembat,"Je voudrais demander à M. le sous-secrétaire d'Etat, en faveur du personnel du service des colis postaux de Paris, de vouloir bien intervenis comme je l'ai demandé jadis pour les cochers postiers, c'est-à-dire d'obtenir du concessionnaire que, d'une part, les libertés syndicales soient un peu mieux respectées qu'elles ne le sont actuellement, et, en second lieu, que le nombre des heures de travail ne soit pas excessif."
1907-11-26,le sous-secrétaire d'État,Nous avons déjà obtenu de la compagnie dont parle l'honorable M. Sembat le repos hebdomadaire pour les employés. Je dois également recevoir prochainement une délégation de ce personnel.
1907-11-26,Marcel Sembat,"Précisément. Eh bien, à côté de cela je dois vous signaler qu'il est arrivé parfois qu'on a renvoyé pour cause en réalité syndicale, des braves gens qui étaient au service de la compagnie depuis dix, onze ou douze ans. Je suis persuadé qu'il suffira d'une intervention de votre part pour empêcher de pareils abus."
1907-11-26,le président,Personne ne demande plus la parole sur le chapitre 12?
1907-11-26,Bouffandeau,"Messieurs, je désirerais présenter quelques brèves observations au sujet de la construction des réseaux téléphoniques départementaux. Cette question intéresse un grand nombre de nos départements qui ont contracté des emprunts.et qui ont pris des dispositions pour un établissement rapide de réseaux téléphoniques."
1907-11-26,Dauthy,"Messieurs, j'ai seulement quelques observations à présenter pour compléter celles que vient de formuler M. Bouffandeau."
1907-11-26,Bouffandeau,Jetiens à pré M. Ferdinand Bougère un P'l'ilt Bougère. Jetiens à pré4ssoquin'a pas encore été?reetàdémontrer ainsi que InlnistraIXlesendroitd'attendre de l'adCettehon. despostesun effort prochain.
1907-11-26,Adigard,"Pour11s'estagideconstruire une ligne,a£ifondsétaientréunis,quetoUtleaquellelesfondsétaient réunis, que♦îi°utleinn/iiiieacceptait,et qui devait relierSi68vU1p<5tr*e^escomme Caen, Condé,hs>MavpetLaval,nous nous sommesm*deal'nai11aveud'impuissance de laPlusreadministration."
1907-11-26,Bougère,Je tiens à pré M. Ferdinand BougèreunP'l'iltBougère. Jetiensàpré4ssoquin'a pas encore été?reetàdémontrer ainsi que InlnistraIXlesendroitd'attendre de l'adCettehon. despostesun effort prochain.
1907-11-26,sous-secrétaire d'Etat,"ojets seront bientôt réalisés. (Très bien! très bien!) Je voudrais rassurer tout de suite nos honorables collègues. Il n'est pas question du tout d'arrêter les travaux de construction des lignes téléphoniques dans les départements. Il en est même si peu question que nous avons, pendant l'année 1907, construit notablement plus de lignes téléphoniques qu'en 1906. En 1906, nous en avons établi 40,248 kilomètres ; cette année, nous en avons construit 42,000 kilomètres."
1907-11-26,sous-secrétaire d'Etat,"Il nentre donc nullement dans ma pensée, loin de là, d'arrêter la construction ; mais je dois cependant signaler à la Chambre une situation dont j'avais le devoir de me préoccuper."
1907-11-26,sous-secrétaire d'Etat,"De tous les côtés, on nous demande de construire des lignes locales. Nous employons tout notre personnel à l'installation de ces lignes, certes très intéressantes, qui réunissent entre elles des communes de petite ou de moyenne importance, ou bien des communes avec le chef-lieu du département, mais nous sommes obligés alors d'arrêter la construction des grandes lignes interurbaines, et nous sommes également contraints de négliger l'entretien des lignes existantes."
1907-11-26,Marcel Sembat,Assurément !
1907-11-26,sous-secrétaire d'Etat,"J'ai dit que je devais me préoccuper non seulement de la constructions des lignes nouvelles, mais aussi de l'entretien des lignes déjà construites. Je vous demande la permission d'insister sur ce point."
1907-11-26,Ferdinand Bougère,Personne ne refusera de vous accorder un délai puisque c'est la seule chose que vous demandiez ; mais est-ce montrer trop d'exigence que de vous prier d'en fixer le terme ? Est-il possible que la Chambre reste sous l'appréhension qu'il faille attendre plusieurs années.
1907-11-26,sous-secrétaire d'Etat,Mais non.
1907-11-26,Ferdinand Bougère,"S'il ne s'agit pas de plusieurs années, fixez vous-même le délai !"
1907-11-26,sous-secrétaire d'Etat,Je ne peux pas vous fixer un délai pour une ligne spéciale.
1907-11-26,Ferdinand Bougère,Je parle d'études.
1907-11-26,sous-secrétaire d'Etat,"Je répète que, cette année, nous aurons. construit beaucoup plus de lignes qu'en 1906, et que l'année prochaine, nous espérons bien en construire plus qu'en 1907."
1907-11-26,Ferdinand Bougère,Vous parlez de constructions de lignes et moi je demande à quel moment vous allez pouvoir reprendre l'étude des lignes à construire.
1907-11-26,sous-secrétaire d'Etat,"On fera les études, vous pouvez en être certain."
1907-11-26,Ferdinand Bougère,"L'administration française ooûte assez cher aux contribuables pour que ceux-ci soient en droit de lui demander des services. S'il y à lieu d'augmenter le personnel, il faut le faire de façon que le commerce, qui paye des impôts considérables, jouisse des avantages dont le public bénéficie partout à l'étranger. Il n'y a pas de village suisse qui ne soit doté, du téléphone; vous avouerez cependant que le commerce suisse n'est'pas comparable au commerce français."
1907-11-26,sous-secrétaire d'Etat,Je vais déposer un projet de loi à ce sujet.
1907-11-26,Gaston Menier,"La conséquence de ce débat, c'est qu'il y a un gros effort à faire pour assurer les communications entre nos communes. Il est nécessaire de le faire dans le plus bref délai."
